,s_opt,v_opt,n_opt,chi_opt,ax_opt,ay_opt,jx_opt,jy_opt,laptime
189,18.880437,2.507200,-0.019294,0.243402,-0.010020,0.199415,-0.200445,-1.879429,8.986954
190,18.980334,2.506586,0.006154,0.254304,-0.017937,0.120650,-1.585243,-14.510665,8.986954
191,19.080230,2.504488,0.032480,0.257421,-0.083050,-0.477060,-0.013457,-21.816168,8.986954
192,19.180127,2.501057,0.058025,0.244987,-0.083621,-1.375470,3.307634,-20.258150,8.986954
193,19.280023,2.500405,0.081268,0.215150,0.051362,-2.205110,-2.011674,-16.706906,8.986954
194,19.379920,2.500854,0.100701,0.171298,-0.029892,-2.882689,-3.871854,-13.910000,8.986954
195,19.479816,2.496566,0.115286,0.117850,-0.185281,-3.442627,-4.479549,-12.318925,8.986954
196,19.579713,2.485567,0.123971,0.058436,-0.365088,-3.938485,-3.203296,-10.646004,8.986954
197,19.679609,2.468201,0.126708,-0.003913,-0.494918,-4.371421,-0.839771,-6.764602,8.986954
198,19.779506,2.447113,0.123168,-0.065577,-0.529645,-4.652447,-1.900394,-2.753790,8.986954
199,19.879402,2.423053,0.113374,-0.122104,-0.610159,-4.770682,-0.699040,-0.195101,8.986954
200,19.979299,2.395908,0.097876,-0.169202,-0.640673,-4.780636,-0.138947,0.963834,8.986954
201,20.079195,2.367276,0.078171,-0.203212,-0.646938,-4.739001,0.610652,1.503857,8.986954
202,20.179092,2.338687,0.056151,-0.222060,-0.619354,-4.672150,-0.530805,1.825034,8.986954
203,20.278988,2.310086,0.032702,-0.226507,-0.643720,-4.590340,1.482435,1.923728,8.986954
204,20.378885,2.282687,0.009605,-0.220127,-0.576817,-4.504610,3.939890,1.732564,8.986954
205,20.478781,2.261115,-0.012768,-0.207472,-0.401386,-4.428587,2.064639,1.213601,8.986954
206,20.578678,2.245776,-0.032865,-0.191768,-0.311306,-4.376673,1.545546,0.890012,8.986954
207,20.678574,2.234095,-0.050411,-0.174766,-0.245278,-4.339651,-0.032456,0.738041,8.986954
208,20.778471,2.223981,-0.066261,-0.157628,-0.247071,-4.309722,3.984756,0.415524,8.986954
209,20.878367,2.217421,-0.080063,-0.141533,-0.081758,-4.293640,4.436144,-0.205965,8.986954
210,20.978264,2.218057,-0.092636,-0.127639,0.099718,-4.303240,5.727633,-1.046618,8.986954
211,21.078160,2.227023,-0.104227,-0.116313,0.330989,-4.346717,-3.848563,-1.031460,8.986954
212,21.178057,2.237348,-0.114330,-0.106208,0.176103,-4.388765,-5.335198,-0.331511,8.986954
213,21.277953,2.240328,-0.123314,-0.095352,-0.034563,-4.402615,-1.308379,0.208012,8.986954
214,21.377850,2.238202,-0.130852,-0.082397,-0.085479,-4.395327,1.258982,0.265674,8.986954
215,21.477746,2.236045,-0.137745,-0.067099,-0.037783,-4.385868,4.896281,0.079807,8.986954
216,21.577643,2.238298,-0.143344,-0.048793,0.146908,-4.383355,-1.068143,-0.342082,8.986954
217,21.677539,2.243133,-0.146799,-0.025289,0.104991,-4.396613,1.345544,-0.382284,8.986954
218,21.777436,2.247966,-0.147981,0.006639,0.153544,-4.411080,0.162783,-0.578381,8.986954
219,21.877332,2.253657,-0.145269,0.050189,0.158857,-4.432410,-4.742281,-0.288961,8.986954
220,21.977229,2.256373,-0.138781,0.106173,-0.010143,-4.443269,2.620181,-0.106756,8.986954
221,22.077125,2.257673,-0.127324,0.172236,0.080851,-4.447474,1.829689,-0.344018,8.986954
222,22.177022,2.261804,-0.109384,0.242692,0.146410,-4.460148,1.124445,-0.653982,8.986954
223,22.276918,2.268225,-0.084748,0.307972,0.188915,-4.485355,5.109880,-0.724290,8.986954
224,22.376815,2.280387,-0.053407,0.356354,0.400704,-4.514971,2.828736,-1.040410,8.986954
225,22.476711,2.300842,-0.015851,0.376919,0.525890,-4.560206,1.154516,-0.750872,8.986954
226,22.576608,2.326134,0.021746,0.362959,0.578659,-4.593280,-8.551529,2.906754,8.986954
227,22.676504,2.343511,0.055209,0.318155,0.186171,-4.457951,0.000000,0.000000,8.986954
