,s_opt,v_opt,n_opt,chi_opt,ax_opt,ay_opt,jx_opt,jy_opt,laptime
62,6.193583,1.379017,-0.071056,0.155144,-5.288788,5.259251,5.783550,23.523783,0.000000
63,6.293479,1.134602,-0.045458,0.310507,-5.126845,6.320270,19.068041,0.487013,0.000000
64,6.393376,0.273989,0.145860,-1.536481,-4.769571,1.772159,44.296681,-11.328741,0.000000
65,6.493272,0.226452,0.125144,0.771835,2.102209,3.685670,52.132281,-17.997752,0.000000
66,6.593169,0.315609,0.051818,1.239897,4.117449,-2.259612,59.131375,-38.931523,0.000000
67,6.693065,1.378485,0.115141,-0.119314,4.100951,-1.834963,54.519610,-80.215911,0.000000
68,6.792962,1.163086,0.099799,0.045965,3.291649,-1.030393,39.005418,-32.532851,0.000000
69,6.892858,1.137890,0.108246,0.112740,4.192595,-1.764418,12.290810,-10.457993,0.000000
70,6.992755,1.263059,0.120288,0.104742,4.657498,-2.325121,-22.730214,12.321942,0.000000
71,7.092651,1.436524,0.128060,0.049484,3.293010,-1.772648,-3.391662,21.391759,0.000000
72,7.192548,1.618678,0.130364,0.004354,3.166714,-0.484734,-27.126796,-18.609860,0.000000
73,7.292444,1.765654,0.128545,-0.042631,1.378596,-1.503708,10.413642,-23.155805,0.000000
74,7.392341,1.857111,0.121276,-0.118037,1.617750,-2.732512,55.630254,-7.057476,0.000000
75,7.492237,2.017710,0.105152,-0.204136,4.558469,-3.077318,26.115008,-11.513887,0.000000
76,7.592133,2.265688,0.080767,-0.284540,5.764659,-3.678909,-49.505294,-10.470072,0.000000
77,7.692030,2.464956,0.047451,-0.356826,3.345526,-4.177749,4.293359,-7.323382,0.000000
78,7.791926,2.607431,0.006676,-0.413274,3.561038,-4.507399,-35.883982,-5.276616,0.000000
79,7.891823,2.719695,-0.037854,-0.437906,2.067965,-4.709246,-1.886052,-10.525327,0.000000
80,7.991719,2.796186,-0.080936,-0.420464,2.027356,-5.088247,-7.136025,-32.270983,0.000000
81,8.091616,2.860036,-0.115511,-0.359081,1.817990,-6.176079,12.418762,-75.275222,0.000000
82,8.191512,2.916878,-0.138818,-0.264232,2.183383,-8.387696,-38.555145,-107.669752,0.000000
83,8.291409,2.955749,-0.158679,-0.155555,1.162885,-11.134604,-27.463617,-24.167815,0.000000
84,8.391305,2.977367,-0.164595,-0.037792,0.559018,-11.686612,-13.908291,52.071592,0.000000
85,8.491202,2.987724,-0.162908,0.089097,0.250400,-10.496410,-42.811165,85.375174,0.000000
86,8.591098,2.983279,-0.147430,0.214306,-0.536914,-8.450120,-206.797854,75.148674,0.000000
87,8.690995,2.892164,-0.129546,0.326128,-6.638147,-6.371507,53.153352,17.119611,0.000000
88,8.790891,2.706857,-0.100218,0.405826,-4.964699,-5.807820,111.284202,-2.851323,0.000000
89,8.890788,2.603562,-0.059190,0.440643,-0.647751,-5.917677,-11.110216,2.948255,0.000000
90,8.990684,2.571146,-0.013247,0.433528,-1.108667,-5.801506,-6.611331,2.799124,0.000000
91,9.090581,2.521040,0.028928,0.392173,-1.396820,-5.673765,6.770458,3.697509,0.000000
92,9.190477,2.467309,0.067213,0.322042,-1.115703,-5.508801,13.815084,5.336087,0.000000
93,9.290374,2.432928,0.096336,0.232266,-0.538682,-5.291019,5.830310,18.935632,0.000000
94,9.390270,2.416721,0.114725,0.136267,-0.304400,-4.520116,8.447512,36.105351,0.000000
95,9.490167,2.411902,0.123353,0.050603,0.039955,-3.086825,-17.181732,65.860198,0.000000
96,9.590063,2.397948,0.125681,-0.002720,-0.689944,-0.403543,-5.317441,24.053916,0.000000
97,9.689960,2.360879,0.124330,-0.021595,-0.918445,0.591064,0.774820,5.092016,0.000000
98,9.789856,2.321274,0.122249,-0.022873,-0.887283,0.828161,3.359925,-9.209300,0.000000
99,9.889753,2.285626,0.120188,-0.016992,-0.742386,0.449547,4.235898,-20.130389,0.000000
100,9.989649,2.256372,0.118507,-0.014391,-0.555126,-0.433344,5.245206,-26.337963,0.000000
101,10.089546,2.234841,0.116665,-0.022861,-0.315501,-1.627205,5.357809,-22.746286,0.000000
102,10.189442,2.224157,0.113372,-0.043316,-0.062969,-2.683337,5.274169,-13.460258,0.000000
103,10.289339,2.225599,0.107705,-0.068763,0.189850,-3.320135,3.392368,-8.978060,0.000000
