,s_opt,v_opt,n_opt,chi_opt,ax_opt,ay_opt,jx_opt,jy_opt,laptime
194,38.762958,3.953266,0.149021,0.249599,-0.260236,10.080538,3.815233,-0.672095,15.435434
195,38.962767,3.945194,0.197326,0.268281,-0.078290,10.048486,4.023619,-2.024149,15.435434
196,39.162576,3.945878,0.246678,0.277202,0.107870,9.954835,4.331621,-3.555855,15.435434
197,39.362385,3.954211,0.289907,0.234772,0.289524,9.805714,5.121493,-5.765209,15.435434
198,39.562194,3.966818,0.313043,0.090268,0.461477,9.612149,5.843592,-8.274576,15.435434
199,39.762003,3.981863,0.311373,-0.129366,0.623536,9.382672,5.010246,-8.737149,15.435434
200,39.961813,4.002617,0.282744,-0.343406,0.772500,9.122899,3.355377,-7.539635,15.435434
201,40.161622,4.035260,0.218389,-0.480181,0.903224,8.829160,2.127937,-6.828705,15.435434
202,40.361431,4.082419,0.121325,-0.514563,1.008225,8.492203,1.309329,-7.081570,15.435434
203,40.561240,4.138710,0.015489,-0.471213,1.078853,8.110207,0.606230,-7.993247,15.435434
204,40.761049,4.196579,-0.076580,-0.386781,1.110895,7.687726,-0.128296,-9.159453,15.435434
205,40.960858,4.251791,-0.146419,-0.288346,1.104501,7.231187,-0.905507,-10.243274,15.435434
206,41.160667,4.303035,-0.194464,-0.191993,1.061657,6.746537,-1.677421,-11.070129,15.435434
207,41.360476,4.349986,-0.223754,-0.106447,0.984684,6.238555,-2.397605,-11.622097,15.435434
208,41.560285,4.392216,-0.237611,-0.036201,0.875844,5.710965,-3.046256,-11.980412,15.435434
209,41.760094,4.428856,-0.239189,0.017637,0.737476,5.166785,-3.625211,-12.246165,15.435434
210,41.959903,4.458703,-0.231427,0.056753,0.572248,4.608636,-4.146339,-12.503887,15.435434
211,42.159712,4.480473,-0.216795,0.085959,0.383327,4.038919,-4.604817,-12.760279,15.435434
212,42.359521,4.493127,-0.196801,0.110135,0.174358,3.459851,-4.973060,-12.957710,15.435434
213,42.559330,4.495925,-0.172321,0.130392,-0.050703,2.873436,-5.238107,-13.083220,15.435434
214,42.759139,4.488269,-0.144180,0.146796,-0.287705,2.281476,-5.404205,-13.163615,15.435434
215,42.958948,4.469710,-0.112968,0.162661,-0.532331,1.685614,-5.470918,-13.208184,15.435434
216,43.158758,4.439987,-0.078016,0.188413,-0.780124,1.087377,-5.384008,-13.092423,15.435434
217,43.358567,4.398649,-0.036157,0.231167,-1.026509,0.488237,-5.095529,-12.700028,15.435434
218,43.558376,4.344610,0.016181,0.282244,-1.266662,-0.110317,-4.645116,-12.118431,15.435434
219,43.758185,4.276647,0.080239,0.329684,-1.495268,-0.706717,-4.091164,-11.483676,15.435434
220,43.957994,4.194063,0.154961,0.365417,-1.706329,-1.299152,-3.505269,-10.990746,15.435434
221,44.157803,4.098043,0.235773,0.377146,-1.893333,-1.885502,-2.949207,-10.872277,15.435434
