s_m,x_m,y_m,z_m,theta_rad,mu_rad,phi_rad,dtheta_radpm,dmu_radpm,dphi_radpm,w_tr_right_m,w_tr_left_m,omega_x_radpm,omega_y_radpm,omega_z_radpm
33.765023,-0.302169,-0.048733,0.038098,-0.105527,0.03018,0.00058,0.847346,-0.691909,-0.012914,-0.618347,0.618347,-0.038483,-0.691418,0.847361
33.863957,-0.203505,-0.055395,0.035114,-0.021696,-0.038273,-0.000698,0.575195,0.402721,0.007192,-0.620569,0.620569,0.029201,0.402319,0.575055
33.970129,-0.097421,-0.053837,0.039172,0.039374,0.004484,6.5e-05,0.299038,-0.194369,-0.001556,-0.62663,0.62663,-0.002897,-0.19435,0.299048
34.078409,0.010603,-0.046417,0.038687,0.071754,-0.016562,-0.000103,0.252119,0.094608,0.000467,-0.630604,0.630604,0.004642,0.094582,0.252094
34.185687,0.117486,-0.037394,0.040463,0.098801,-0.006413,-5.3e-05,0.050482,0.024524,0.000358,-0.63813,0.63813,0.000682,0.024521,0.050483
34.297419,0.228473,-0.024533,0.041179,0.104441,-0.003673,-1.3e-05,0.011983,-0.086592,0.000124,-0.644305,0.644305,0.000168,-0.086593,0.011982
34.414532,0.344857,-0.011498,0.041609,0.105845,-0.013814,2e-06,-0.045398,0.088202,-1.6e-05,-0.649049,0.649049,-0.000643,0.088202,-0.045394
34.535068,0.464711,0.001209,0.043274,0.100372,-0.003182,-0.0,0.02436,-0.022307,4.7e-05,-0.65845,0.65845,0.000125,-0.022307,0.02436
34.654487,0.583525,0.013207,0.043654,0.103281,-0.005846,5e-06,0.123458,-0.133804,-0.000925,-0.665603,0.665603,-0.000203,-0.133804,0.123456
34.774906,0.703322,0.025407,0.044358,0.118148,-0.021959,-0.000106,0.054187,0.261077,0.001196,-0.670256,0.670256,0.002386,0.261072,0.054201
34.893365,0.820786,0.040505,0.046958,0.124567,0.008968,3.6e-05,-0.046724,-0.109978,-0.0002,-0.674124,0.674124,0.000219,-0.109979,-0.046718
35.012267,0.938641,0.056212,0.045892,0.119011,-0.004108,1.2e-05,0.057558,0.04579,-0.000123,-0.677835,0.677835,0.000114,0.045791,0.057557
35.134442,1.060032,0.070024,0.046394,0.126044,0.001486,-3e-06,0.026293,-0.179031,0.000129,-0.682682,0.682682,9e-05,-0.179031,0.026292
35.256896,1.18158,0.084888,0.046212,0.129263,-0.020437,1.3e-05,0.056126,0.158829,-0.000106,-0.686193,0.686193,0.001041,0.158829,0.056112
35.381723,1.30536,0.100823,0.048763,0.136269,-0.000611,-1e-06,0.023399,-0.109724,-1.3e-05,-0.687793,0.687793,1e-06,-0.109724,0.023399
35.506163,1.428606,0.118016,0.048839,0.139181,-0.014265,-2e-06,-0.068601,0.135826,-8.7e-05,-0.688122,0.688122,-0.001066,0.135826,-0.068594
35.629198,1.550434,0.135124,0.050594,0.130741,0.002447,-1.3e-05,0.031104,-0.035086,0.000157,-0.688037,0.688037,8.1e-05,-0.035087,0.031103
35.749743,1.670111,0.149561,0.050299,0.13449,-0.001783,6e-06,0.115266,-0.191858,-0.000351,-0.688103,0.688103,-0.000146,-0.191858,0.115267
35.867512,1.786917,0.164583,0.050509,0.148065,-0.024378,-3.5e-05,0.072986,0.272774,0.00039,-0.687697,0.687697,0.002169,0.272772,0.072974
35.986458,1.904475,0.182468,0.053408,0.156746,0.008068,1.1e-05,0.132011,-0.488656,-0.00201,-0.686701,0.686701,-0.003075,-0.488654,0.132012
36.106829,2.023315,0.201581,0.052437,0.172636,-0.050752,-0.000231,0.191272,0.835815,0.003837,-0.683831,0.683831,0.01354,0.835771,0.191218
36.222159,2.1366,0.222401,0.058285,0.194696,0.045643,0.000212,0.270116,-0.751529,-0.004843,-0.681711,0.681711,-0.017168,-0.751472,0.269994
36.336364,2.248321,0.245512,0.053077,0.225544,-0.040185,-0.000342,0.318542,0.390924,0.003255,-0.67678,0.67678,0.016052,0.390815,0.318419
36.447195,2.355818,0.272119,0.057524,0.260849,0.003141,1.9e-05,0.956768,-0.05355,-0.000956,-0.668605,0.668605,-0.003961,-0.053532,0.956764
36.557452,2.461988,0.301858,0.057178,0.366339,-0.002763,-8.6e-05,1.043589,-0.008093,-0.000821,-0.65968,0.65968,0.002062,-0.008183,1.043584
36.684669,2.577584,0.354978,0.057526,0.499101,-0.003793,-0.000191,1.207679,0.003221,-0.00026,-0.636558,0.636558,0.004321,0.002991,1.207671
36.800665,2.672853,0.421149,0.057955,0.639187,-0.003419,-0.000221,1.222496,0.290608,0.019211,-0.607444,0.607444,0.023391,0.290338,1.222553
36.909885,2.750066,0.498396,0.058312,0.772708,0.028321,0.001877,1.274966,0.086198,0.00538,-0.576007,0.576007,-0.030724,0.08859,1.274291
37.018647,2.815079,0.58554,0.055398,0.911376,0.037696,0.002462,1.273345,-0.209816,-0.014265,-0.540409,0.540409,-0.062253,-0.206682,1.272954
37.128633,2.867489,0.682157,0.05151,1.051426,0.014619,0.000894,1.433201,0.247561,0.014616,-0.507808,0.507808,-0.006335,0.248841,1.432826
37.23781,2.906058,0.784285,0.050019,1.207899,0.041647,0.002489,1.24518,0.050142,0.003401,-0.480326,0.480326,-0.048442,0.053238,1.243971
37.366753,2.931242,0.910647,0.045065,1.368456,0.048113,0.002928,0.602012,-0.164813,-0.01302,-0.457444,0.457444,-0.041973,-0.163051,0.601795
37.471668,2.932091,1.015461,0.040538,1.431616,0.030822,0.001562,0.748379,0.253513,0.006046,-0.429973,0.429973,-0.017016,0.254681,0.747626
37.57442,2.931112,1.118167,0.037618,1.508513,0.056871,0.002183,0.669502,-0.439876,-0.019561,-0.40349,0.40349,-0.057615,-0.438415,0.669378
37.662917,2.927602,1.206466,0.032857,1.567763,0.017943,0.000452,0.777176,0.026768,0.001693,-0.388548,0.388548,-0.012251,0.027119,0.777039
37.742594,2.923045,1.286001,0.031473,1.629686,0.020076,0.000587,-0.928454,-0.287324,-0.005754,-0.380184,0.380184,0.012884,-0.287869,-0.928098
37.858361,2.910401,1.40105,0.029097,1.522202,-0.013187,-7.9e-05,0.70361,0.147563,0.003014,-0.407849,0.407849,0.012292,0.147508,0.70356
37.964561,2.91424,1.507172,0.030489,1.596925,0.002484,0.000241,-1.069982,0.013508,-0.001215,-0.442009,0.442009,0.001443,0.01325,-1.069982
