v_x,v_y,omega,delta
2.3058054692489938,0.23350678965184637,-1.1560885514709405,0.07616468071361195,-1.718024179967323
2.283658182578225,0.2252377279136162,-1.1615687507530132,0.07666981623818962,-1.6343705425771462
2.2619354913374092,0.21658460952842548,-1.166941949246785,0.07701316788188912,-1.5534415420544623
2.240897685572668,0.20735230257331813,-1.1724413297485146,0.07722828556552747,-1.4772017926099388
2.220757725309989,0.19748470532052392,-1.1782783103061891,0.07735091103992019,-1.4064373984602476
2.201682816614119,0.004652345690702858,-1.1846278537510135,-0.16745235866293276,-1.340782829822363
2.1837889314109993,-0.007103804731575847,-1.1916314701875754,-0.1723634929703183,-1.279058290109309
2.167123187374001,-0.018882658837234112,-1.1994163410078407,-0.17726650108931033,-1.219735440832399
2.1516440458736494,-0.030251830371197747,-1.2081238880321639,-0.18222372384264876,-1.1613661361417633
2.1372163884274844,-0.04075709062881455,-1.2179373804113398,-0.18731144126660168,-1.1028852339961854
2.1236313896677363,-0.04997843026596474,-1.2290951467158586,-0.19260938832379348,-1.0437616148431272
2.1106468319756684,-0.0575817712947472,-1.2418795817784933,-0.19818704481257185,-0.984017701243858
2.098033785555646,-0.06336078672733716,-1.2565838127026412,-0.20409227853051165,-0.924174116528875
2.0856157676569835,-0.0672639426383706,-1.2734670351597828,-0.210345543480887,-0.8651691577799012
2.0732927118387767,-0.06940287051734104,-1.2927098747327588,-0.2169395537119187,-0.8082562013287582
2.0610480584090176,-0.07004052534362612,-1.314378040112978,-0.2238432665705148,-0.7548588528239122
2.0489410064936426,-0.06956178029644436,-1.3384005928465048,-0.23100895816514164,-0.7063924466362315
2.0370882285246585,-0.06843286018359665,-1.3645670122152058,-0.2383799930009846,-0.6640981012342809
2.0256402635440627,-0.06715613169189921,-1.3925424128159494,-0.24589652482279734,-0.6289257870676378
2.014757328203663,-0.06622368387376817,-1.4218942528845573,-0.25349849627132465,-0.6014579126928261
2.0045881023600436,-0.06607138249901343,-1.4521227279251052,-0.26112689066242406,-0.5818531095431151
1.9952538261877053,-0.06703717867398026,-1.482692636750777,-0.26872346670132224,-0.5698220785549039
1.986838968535624,-0.06932978334593876,-1.513069430773866,-0.27622893108545055,-0.5646582743163476
1.9793886043193707,-0.07301241985069892,-1.5427593919766784,-0.2835815777132513,-0.565301834532539
1.9729115005597389,-0.07800301988332137,-1.5713458829366984,-0.29071960657765566,-0.5703784022925958
1.96738729703772,-0.08409029952392305,-1.5985096850985911,-0.29758655779824905,-0.5782021518099814
1.9627761525057028,-0.09096390506023325,-1.6240274960925862,-0.3041343656197086,-0.5868105232175488
1.959029271651529,-0.0982542234339728,-1.6477527795478277,-0.3103195942457446,-0.5940830546379599
1.956098789889852,-0.10557505492150426,-1.669586923596438,-0.3160939544514738,-0.5979088363397573
1.9539458205941984,-0.11256357123150829,-1.6894465544929695,-0.32139361528606986,-0.5963415152788235
1.9525459192120294,-0.11891658545655065,-1.7072335927098254,-0.32613125876230087,-0.5877341974446915
1.951891700178145,-0.1244250294144491,-1.722818704459406,-0.33019347805278704,-0.5708690518887497
1.9519928802483695,-0.12900545368514124,-1.7360462090707942,-0.33344646097628056,-0.545048371328493
1.9528743242327413,-0.13272085748362414,-1.7467552440789251,-0.3357514990215897,-0.5100803287667217
1.9545725888735435,-0.13578015946665353,-1.7548002091290449,-0.33698546893955467,-0.4661453315078189
1.9571315202853428,-0.13850964040956557,-1.760056482066231,-0.33705680258336157,-0.41361318477558046
1.9605980388137882,-0.14129786897559107,-1.7624102171602103,-0.3359117340338466,-0.352892800050261
1.9650196243695153,-0.14452299571959534,-1.761738930523391,-0.3335332115298521,-0.2843383785495924
1.9704443857119376,-0.1484753603362723,-1.7578899263101198,-0.3299369840684451,-0.2082026078578881
1.9769235587572482,-0.15328968174413493,-1.7506643278217453,-0.3251666126773037,-0.1246399643846719
