t,v,delta_cmd,kappa,yaw_rate,ax,lat_error,s_position
1775755374.2028,0.3507,0.081583,0.052223,0.060735,-0.747517,-0.028945,14.2122
1775755374.2257,0.4072,0.070155,0.052223,0.078054,-1.153266,-0.026723,14.2199
1775755374.2488,0.4788,0.068686,0.052223,0.082772,-0.803734,-0.026659,14.2253
1775755374.2788,0.6799,0.029437,0.052223,0.131623,-1.379536,-0.026131,14.2450
1775755374.2977,0.8549,0.029437,0.048702,0.161173,-0.883792,-0.025556,14.2638
1775755374.3217,1.0154,0.011649,0.048702,0.226835,-0.531997,-0.024745,14.2862
1775755374.3448,1.0154,0.005242,0.048702,0.257393,-1.350841,-0.024745,14.2862
1775755374.3688,1.2540,-0.009973,0.048702,0.187027,4.447058,-0.022667,14.3384
1775755374.3927,1.3276,-0.016347,0.045265,0.098825,-0.407658,-0.022184,14.3538
1775755374.4178,1.5854,-0.021198,0.045265,0.161797,4.685684,-0.015537,14.4105
1775755374.4427,1.6776,-0.029083,0.045265,-0.133429,-2.227923,-0.013000,14.4462
1775755374.4657,1.6776,-0.026593,0.045265,-0.111764,-0.153572,-0.013000,14.4462
1775755374.4898,1.9087,-0.025682,0.041833,-0.078243,-0.129453,-0.010194,14.5037
1775755374.5188,2.0073,-0.026410,0.041833,-0.088484,3.221515,-0.013509,14.5436
1775755374.5428,2.2953,-0.025543,0.038569,-0.128417,8.536060,-0.010636,14.6423
1775755374.5617,2.2953,-0.017834,0.038569,-0.331242,-0.881023,-0.010636,14.6423
1775755374.5848,2.3396,-0.015728,0.035316,-0.226525,7.237242,-0.009744,14.6701
1775755374.6089,2.6608,-0.015508,0.032139,-0.371594,-3.252337,-0.008820,14.6990
1775755374.6328,2.7348,-0.008043,0.032139,-0.370020,-3.255085,-0.008820,14.6990
1775755374.6578,2.8902,-0.005793,0.028966,-0.344197,0.654919,0.002033,14.8935
1775755374.6817,3.0116,0.010286,0.025959,-0.394204,-6.550774,0.002033,14.8935
1775755374.7058,3.2018,0.007932,0.022961,-0.543600,6.888445,0.004380,15.0253
1775755374.7297,3.3080,0.023566,0.022961,-0.274623,-17.250761,0.004380,15.0253
1775755374.7588,3.5448,0.029885,0.016888,0.003513,6.800834,0.004628,15.2096
1775755374.7828,3.6298,0.031681,0.016888,-0.274989,8.592440,0.004628,15.2096
1775755374.8018,3.6298,0.034184,0.016888,-0.152870,-13.038484,0.003332,15.3304
1775755374.8247,3.9478,0.027410,0.010566,-0.035753,-3.111027,0.016600,15.4158
1775755374.8488,4.0164,0.031436,0.010566,-0.236851,5.926171,0.016600,15.4158
1775755374.8738,4.1562,0.030586,0.004678,-0.075433,2.057630,0.010104,15.6868
1775755374.8978,4.2704,0.027728,0.001305,0.045945,3.237548,0.012819,15.7773
1775755374.9217,4.2704,0.024579,0.001305,0.055312,-3.126675,0.012819,15.7773
1775755374.9457,4.5576,0.014684,-0.005212,0.324690,5.223983,0.004351,16.0252
1775755374.9697,4.5576,0.010133,-0.005212,0.021612,5.650363,0.004351,16.0252
1775755374.9988,4.6800,0.010516,-0.012080,0.116001,-3.403841,-0.001422,16.1728
1775755375.0228,4.7406,-0.001420,-0.015837,0.400144,7.090144,-0.004996,16.2678
1775755375.0417,4.7406,-0.000769,-0.015837,-0.072891,10.598355,-0.004996,16.2678
1775755375.0648,4.8115,-0.026670,-0.027384,0.054003,-5.269881,-0.014886,16.5929
1775755375.0888,4.8115,-0.027450,-0.027384,0.168635,2.787105,-0.014886,16.5929
1775755375.1127,4.7998,-0.026526,-0.035696,0.086700,0.809017,-0.024278,16.8130
1775755375.1372,4.7884,-0.045220,-0.039914,-0.288410,-4.250009,-0.025334,16.8706
1775755375.1619,4.7634,-0.044561,-0.039914,-0.222252,-10.070669,-0.026905,17.0238
1775755375.1867,4.7481,-0.059004,-0.048718,-0.251022,0.471942,-0.026896,17.0810
1775755375.2099,4.7181,-0.056948,-0.048718,-0.618972,-7.422270,-0.035871,17.1308
1775755375.2337,4.7181,-0.059285,-0.048718,-0.436763,-9.511889,-0.035871,17.1308
1775755375.2628,4.4933,-0.051265,-0.069379,-0.543836,-0.555322,-0.039472,17.5000
1775755375.2818,4.4734,-0.054522,-0.069379,-0.717612,-4.000776,-0.039860,17.5449
1775755375.3057,4.4734,-0.053544,-0.069379,-0.465047,0.796825,-0.039860,17.5449
1775755375.3288,4.3160,-0.050412,-0.088132,-0.835649,3.745237,-0.034353,17.7853
1775755375.3527,4.3160,-0.041285,-0.088132,-0.696479,-0.255470,-0.034353,17.7853
1775755375.3781,4.1656,-0.041665,-0.102571,-0.486657,7.262027,-0.035294,17.9798
1775755375.4019,4.1082,-0.038000,-0.102571,-0.818392,-0.564183,-0.032054,18.0204
1775755375.4257,4.1082,-0.037723,-0.102571,-0.381398,3.696736,-0.032054,18.0204
1775755375.4498,3.9061,-0.034525,-0.127688,-0.722336,-2.466903,-0.034900,18.2544
1775755375.4759,3.9061,-0.016195,-0.127688,-0.352275,-0.097595,-0.034900,18.2544
1775755375.5028,3.7647,-0.030498,-0.147360,-0.453551,2.422795,-0.035055,18.2937
1775755375.5267,3.7647,-0.029459,-0.147360,-0.226380,8.501190,-0.037683,18.4694
1775755375.5457,3.6282,-0.042214,-0.158392,-0.496536,3.520713,-0.038071,18.5071
1775755375.5700,3.6132,-0.037080,-0.169632,-0.175443,4.367833,-0.038071,18.5071
1775755375.5928,3.6132,-0.058620,-0.169632,-0.325187,3.524306,-0.042021,18.6834
1775755375.6168,3.4187,-0.061596,-0.194813,-0.204760,7.647135,-0.037275,18.7614
1775755375.6418,3.3477,-0.061440,-0.209106,-0.422635,-1.082358,-0.037275,18.7614
1775755375.6658,3.3477,-0.062792,-0.209106,-0.186507,5.162582,-0.039149,18.9620
1775755375.6897,3.2326,-0.062247,-0.223823,-0.525836,0.758271,-0.034967,19.1487
1775755375.7137,3.2326,-0.122138,-0.223823,-0.557429,-0.192388,-0.034967,19.1487
1775755375.7428,3.1365,-0.180513,-0.256944,-0.406002,-5.278163,-0.031958,19.2960
1775755375.7667,3.1274,-0.140585,-0.256944,-0.508299,3.051202,-0.030428,19.3277
1775755375.7857,3.0551,-0.143696,-0.256944,-0.553141,0.025928,-0.030428,19.3277
1775755375.8088,3.0246,-0.178955,-0.293689,-0.733118,10.384123,-0.026417,19.4979
1775755375.8328,3.0246,-0.173138,-0.293689,-0.935794,8.987352,-0.026417,19.4979
1775755375.8568,2.9411,-0.171924,-0.313905,-1.107717,-1.058795,-0.024378,19.5338
1775755375.8822,2.9333,-0.226537,-0.334948,-1.004834,6.099269,-0.019474,19.6290
1775755375.9057,2.9333,-0.233533,-0.334948,-1.135386,1.938564,-0.016274,19.6991
1775755375.9297,2.8905,-0.284973,-0.357101,-1.197521,6.836328,-0.003186,19.8394
1775755375.9537,2.8849,-0.264550,-0.380399,-1.252300,7.225153,-0.002414,19.8736
1775755375.9828,2.8285,-0.263039,-0.404085,-1.526843,0.961402,-0.000088,19.9023
1775755376.0067,2.8282,-0.259275,-0.404085,-1.413003,3.512485,-0.000088,19.9023
1775755376.0258,2.8282,-0.278690,-0.404085,-1.379169,2.525659,0.002392,20.0296
1775755376.0487,2.8206,-0.274137,-0.428620,-1.565437,4.590240,0.001509,20.0575
1775755376.0728,2.8206,-0.290394,-0.428620,-1.475115,2.996209,0.001509,20.0575
1775755376.0968,2.7635,-0.290101,-0.453853,-1.520444,1.109019,0.004028,20.0907
1775755376.1208,2.7510,-0.282821,-0.501988,-1.533618,5.378730,0.004028,20.0907
1775755376.1458,2.7510,-0.274286,-0.501988,-1.462326,4.332958,0.015227,20.4018
1775755376.1707,2.7409,-0.273222,-0.501988,-1.667793,-0.077098,0.016534,20.4345
1775755376.1937,2.7409,-0.286777,-0.501988,-1.597981,0.100865,0.016534,20.4345
1775755376.2178,2.7570,-0.242960,-0.547608,-1.496944,5.389593,0.014833,20.4609
1775755376.2468,2.7570,-0.247181,-0.547608,-1.671324,6.282947,0.023369,20.6084
1775755376.2708,2.7717,-0.253350,-0.562383,-1.436329,4.736844,0.022161,20.6673
1775755376.2907,2.7877,-0.247061,-0.574079,-1.717492,-0.116111,0.022161,20.6673
1775755376.3130,2.7877,-0.233995,-0.574079,-1.399026,-0.837229,0.023931,20.7928
1775755376.3377,2.8032,-0.222675,-0.571067,-1.373955,7.839191,0.026206,20.8570
1775755376.3617,2.8080,-0.213458,-0.571067,-1.572848,-0.427649,0.028734,20.9189
1775755376.3858,2.8946,-0.215750,-0.543600,-1.185673,4.574564,0.028306,21.0747
1775755376.4109,2.8946,-0.178809,-0.543600,-1.644424,10.148591,0.028306,21.0747
1775755376.4337,2.9374,-0.175213,-0.517249,-1.298418,2.740931,0.042955,21.2339
1775755376.4577,2.9644,-0.162571,-0.517249,-1.486014,5.703314,0.041985,21.2674
1775755376.4867,2.9234,-0.163750,-0.418984,-1.346705,2.414171,0.042981,21.2970
1775755376.5108,2.9205,-0.063907,-0.418984,-1.114891,3.263056,0.042981,21.2970
1775755376.5297,2.8234,-0.085784,-0.345127,-1.044755,4.229034,0.048724,21.4882
1775755376.5537,2.7923,-0.005975,-0.269220,-0.844915,4.864317,0.048724,21.4882
1775755376.5783,2.7923,0.001528,-0.269220,-0.677951,-0.820534,0.048581,21.5830
1775755376.6018,2.6640,0.113901,-0.173383,-0.559792,0.788780,0.043565,21.7079
1775755376.6258,2.6298,0.152262,-0.173383,-0.312112,-3.102305,0.042474,21.7392
1775755376.6497,2.5384,0.139732,-0.077016,0.002009,-1.755407,0.039308,21.8267
1775755376.6737,2.4922,0.223489,0.033287,0.108984,-1.800054,0.037176,21.8873
1775755376.6978,2.4922,0.191408,0.033287,0.467424,-5.694547,0.037176,21.8873
1775755376.7277,2.4173,0.262102,0.143664,0.744915,-3.982606,0.031302,22.0292
1775755376.7507,2.4173,0.243439,0.143664,1.223943,-4.765914,0.031302,22.0292
1775755376.7700,2.3616,0.240456,0.264782,1.287403,-2.498215,0.027977,22.1315
1775755376.7938,2.3616,0.267348,0.264782,1.469746,-4.838819,0.027977,22.1315
1775755376.8177,2.3444,0.348848,0.385425,1.406969,-2.946857,0.025121,22.1846
1775755376.8417,2.3055,0.307552,0.503630,1.591199,-5.752850,0.023173,22.3166
1775755376.8657,2.2900,0.387423,0.503630,1.553185,-10.034220,0.022788,22.3443
1775755376.8902,2.2691,0.373517,0.612584,1.729077,-5.606799,0.020227,22.4194
1775755376.9143,2.2430,0.381116,0.712102,1.800559,-5.159277,0.022940,22.4661
1775755376.9382,2.2430,0.353292,0.712102,2.026801,-5.582847,0.022940,22.4661
1775755376.9673,2.2194,0.338957,0.773469,1.854259,-5.962065,0.023918,22.5898
1775755376.9913,2.2194,0.317906,0.773469,2.283745,-1.997130,0.023918,22.5898
1775755377.0103,2.2330,0.316835,0.814290,2.002153,-5.641802,0.022870,22.7119
1775755377.0342,2.2428,0.276390,0.814290,2.154653,-7.645541,0.022659,22.7390
1775755377.0573,2.2428,0.256698,0.814290,2.164833,-4.338516,0.022659,22.7390
1775755377.0813,2.2597,0.262007,0.836487,2.032970,-5.461048,0.027026,22.8403
1775755377.1052,2.2545,0.260344,0.826565,2.139173,-5.384684,0.024275,22.8623
1775755377.1302,2.2545,0.283441,0.826565,1.763894,-0.050983,0.024275,22.8623
1775755377.1552,2.3536,0.311112,0.814439,1.906187,-9.556698,0.028307,23.0174
1775755377.1787,2.3655,0.225212,0.814439,1.886415,-1.486648,0.029093,23.0413
1775755377.2013,2.3655,0.222554,0.814439,1.705979,-2.547129,0.029093,23.0413
1775755377.2312,2.4311,0.194601,0.750395,1.666403,-6.370269,0.037951,23.2015
1775755377.2552,2.4311,0.177550,0.750395,1.876943,-5.726317,0.037951,23.2015
1775755377.2748,2.5021,0.179567,0.709063,1.485971,-2.933263,0.043075,23.3185
1775755377.2973,2.5221,0.172491,0.709063,1.712718,-7.124540,0.040813,23.3412
1775755377.3213,2.5221,0.153703,0.709063,1.442052,-5.193594,0.040813,23.3412
1775755377.3453,2.6371,0.142435,0.628531,1.393492,-7.293438,0.047439,23.4922
1775755377.3703,2.6750,0.138978,0.628531,1.355520,-6.227658,0.047550,23.5190
1775755377.3942,2.7011,0.155646,0.588404,1.029476,-7.973771,0.050103,23.5812
1775755377.4182,2.8185,0.123982,0.548012,1.446802,-8.490808,0.049496,23.7021
1775755377.4412,2.8270,0.123457,0.548012,1.044958,-1.625206,0.049389,23.7306
1775755377.4713,2.9526,0.138093,0.508660,1.219278,-5.770751,0.048554,23.8369
1775755377.4953,2.9533,0.122678,0.471018,1.053408,0.363773,0.049919,23.8688
1775755377.5144,2.9533,0.129156,0.471018,1.118793,4.077337,0.049919,23.8688
1775755377.5372,3.0777,0.104391,0.434190,0.965637,-5.926167,0.048090,24.0438
1775755377.5612,3.1164,0.109300,0.399708,1.042455,-1.695096,0.047846,24.0830
1775755377.5849,3.2190,0.109300,0.366247,1.003782,-5.003092,0.043800,24.1529
1775755377.6099,3.2252,0.090675,0.366247,0.964912,-1.305811,0.043710,24.2222
1775755377.6338,3.2252,0.100437,0.366247,0.834956,-13.050217,0.043710,24.2222
1775755377.6578,3.4399,0.067958,0.305101,0.983080,-3.194270,0.035082,24.4245
1775755377.6818,3.4977,0.064855,0.277237,0.633618,-3.601012,0.034367,24.4605
1775755377.7118,3.6284,0.066326,0.250315,0.987618,2.157755,0.027303,24.6294
1775755377.7348,3.6569,0.047841,0.225122,0.576895,0.084105,0.026568,24.6668
1775755377.7538,3.7924,0.045809,0.225122,0.777180,-6.098656,0.019044,24.7937
1775755377.7780,3.8618,0.046406,0.225122,0.547057,-0.261527,0.014147,24.8857
1775755377.8009,3.8618,0.049711,0.177703,0.306487,-9.355170,0.014147,24.8857
1775755377.8258,3.9126,0.025068,0.155368,0.662671,0.770917,0.017070,25.0634
1775755377.8498,3.9246,0.014356,0.155368,0.013997,-2.190916,0.012846,25.1497
1775755377.8738,3.9246,0.015418,0.134102,0.585905,-1.548477,0.012846,25.1497
1775755377.8979,3.9536,-0.006448,0.093228,0.095706,1.140737,0.006447,25.2841
1775755377.9220,3.9016,-0.005046,0.073432,0.217124,-4.239641,0.004269,25.3560
1775755377.9518,3.8682,-0.003113,0.053768,0.161769,1.521348,-0.004895,25.5424
1775755377.9749,3.8324,-0.017876,0.034180,-0.096389,-2.579056,-0.006623,25.5812
1775755377.9938,3.8324,-0.015169,0.034180,0.063856,4.023195,-0.006623,25.5812
1775755378.0179,3.6478,-0.013511,-0.005872,-0.278913,-1.985767,-0.011943,25.8071
1775755378.0418,3.5736,-0.010046,-0.005872,-0.107148,1.031126,-0.013865,25.8501
1775755378.0658,3.5736,-0.009137,-0.005872,-0.212790,-1.509433,-0.013865,25.8501
1775755378.0899,3.3987,0.006354,-0.048197,-0.307758,-1.642120,-0.019936,26.0029
1775755378.1138,3.3280,0.004875,-0.048197,-0.207198,-0.592244,-0.020544,26.0332
1775755378.1397,3.2860,0.032964,-0.070775,-0.312531,0.220553,-0.022110,26.0666
1775755378.1618,2.9495,0.034991,-0.119443,-0.218883,-0.054105,-0.028188,26.2791
1775755378.1858,2.8984,0.062708,-0.119443,-0.233204,-1.884098,-0.028642,26.3083
1775755378.2148,2.7668,0.055068,-0.145946,0.017246,-0.707352,-0.029273,26.4062
1775755378.2388,2.6785,-0.017448,-0.174759,-0.008611,-2.498914,-0.030444,26.4614
1775755378.2587,2.6785,-0.006899,-0.174759,0.035086,-1.446456,-0.030444,26.4614
1775755378.2818,2.5450,-0.074863,-0.205582,0.274898,-0.094437,-0.030689,26.5561
1775755378.3057,2.4077,-0.058634,-0.239572,0.162917,1.492667,-0.029724,26.6685
1775755378.3298,2.3770,-0.158176,-0.239572,-0.039390,1.273148,-0.028190,26.6973
1775755378.3538,2.2692,-0.134546,-0.276363,-0.099520,3.502793,-0.025137,26.7770
1775755378.3799,2.2092,-0.220214,-0.276363,-0.251765,1.408372,-0.021509,26.8305
1775755378.4018,2.2092,-0.217005,-0.276363,-0.526400,2.883941,-0.021509,26.8305
1775755378.4257,2.1028,-0.292691,-0.362629,-0.596601,3.226709,-0.015675,26.9595
1775755378.4557,2.0523,-0.334296,-0.362629,-0.799225,4.260961,-0.015675,26.9595
1775755378.4788,2.0523,-0.318527,-0.362629,-1.046153,1.923914,-0.013374,26.9840
1775755378.4987,1.9527,-0.298853,-0.413488,-1.161114,5.276125,-0.012934,27.1036
1775755378.5218,1.9527,-0.341822,-0.413488,-1.253216,4.023918,-0.012934,27.1036
1775755378.5457,1.8441,-0.330876,-0.469926,-1.397303,3.294836,-0.011913,27.1871
1775755378.5698,1.8151,-0.321416,-0.469926,-1.442107,1.212267,-0.011412,27.2273
1775755378.5938,1.8151,-0.302129,-0.469926,-1.607980,4.438887,-0.011412,27.2273
1775755378.6178,1.7529,-0.310835,-0.533826,-1.545441,3.336063,-0.005985,27.3376
1775755378.6418,1.7368,-0.280753,-0.606052,-1.544021,3.822954,-0.009756,27.3589
1775755378.6658,1.7060,-0.283908,-0.606052,-1.545954,3.008533,-0.009756,27.3589
1775755378.6958,1.6994,-0.301532,-0.606052,-1.583709,1.734598,-0.002515,27.4403
1775755378.7188,1.6994,-0.309364,-0.606052,-1.505513,1.743825,-0.002515,27.4403
1775755378.7378,1.6380,-0.287942,-0.687048,-1.398958,1.747965,-0.011458,27.5364
1775755378.7617,1.6380,-0.289845,-0.780061,-1.359749,3.174944,-0.017058,27.5569
1775755378.7858,1.6315,-0.265250,-0.780061,-1.446720,3.772847,-0.009505,27.6180
1775755378.8098,1.6040,-0.343627,-0.780061,-1.441960,1.331893,-0.012428,27.6533
1775755378.8338,1.6040,-0.309685,-0.780061,-1.413943,1.678820,-0.012428,27.6533
1775755378.8587,1.5983,-0.362898,-0.883267,-1.323930,2.026804,-0.020017,27.7275
1775755378.8820,1.5909,-0.338597,-0.883267,-1.498864,2.422569,-0.021240,27.7433
1775755378.9059,1.5888,-0.340436,-1.001756,-1.481271,1.630912,-0.027068,27.7645
1775755378.9357,1.5667,-0.427886,-1.001756,-1.517593,2.001752,-0.021834,27.8514
1775755378.9597,1.5686,-0.383471,-1.129878,-1.516334,3.235196,-0.027146,27.8729
1775755378.9796,1.5686,-0.383535,-1.129878,-1.500825,2.467997,-0.027146,27.8729
1775755379.0027,1.5570,-0.475789,-1.270012,-1.559782,4.289175,-0.028958,27.9627
1775755379.0257,1.5570,-0.459169,-1.270012,-1.688924,3.941970,-0.028958,27.9627
1775755379.0497,1.5507,-0.530000,-1.270012,-1.724076,3.501872,-0.027657,28.0488
1775755379.0773,1.5543,-0.521244,-1.414151,-1.878516,3.161764,-0.033459,28.0714
1775755379.0977,1.5543,-0.495361,-1.414151,-1.802508,2.723859,-0.033459,28.0714
1775755379.1236,1.5185,-0.530000,-1.537907,-1.892806,3.425552,-0.036547,28.1762
1775755379.1457,1.5185,-0.510243,-1.537907,-2.009866,4.257606,-0.036547,28.1762
1775755379.1698,1.5120,-0.509218,-1.537907,-2.208540,3.718158,-0.032888,28.2268
1775755379.1997,1.5120,-0.530000,-1.537907,-2.152143,2.437335,-0.032888,28.2268
1775755379.2227,1.5085,-0.530000,-1.628447,-2.189201,4.690488,-0.034692,28.2638
1775755379.2427,1.5044,-0.530000,-1.628447,-2.313723,3.798180,-0.034692,28.2638
1775755379.2657,1.5122,-0.530000,-1.673671,-2.347883,3.634501,-0.032612,28.3690
1775755379.2897,1.4928,-0.530000,-1.673671,-2.375226,2.921397,-0.032612,28.3690
1775755379.3139,1.4928,-0.530000,-1.673671,-2.413277,1.703925,-0.031428,28.3991
1775755379.3377,1.5702,-0.530000,-1.661500,-2.310291,3.304211,-0.028979,28.4287
1775755379.3627,1.5702,-0.530000,-1.661500,-2.392512,2.784855,-0.029042,28.5001
1775755379.3860,1.5435,-0.530000,-1.661500,-2.398302,4.488926,-0.024820,28.5365
1775755379.4098,1.5481,-0.515185,-1.589099,-2.418058,4.726565,-0.024820,28.5365
1775755379.4398,1.5970,-0.521584,-1.589099,-2.490783,4.253016,-0.020859,28.6103
1775755379.4628,1.6020,-0.499238,-1.476667,-2.417866,3.452636,-0.020859,28.6103
1775755379.4821,1.6062,-0.499140,-1.476667,-2.552248,4.213247,-0.022297,28.6664
1775755379.5058,1.6651,-0.480212,-1.476667,-2.480443,5.779196,-0.016362,28.7006
1775755379.5298,1.6728,-0.439300,-1.339245,-2.579673,3.452449,-0.011424,28.7898
1775755379.5538,1.6728,-0.436837,-1.339245,-2.597265,2.118089,-0.011424,28.7898
1775755379.5780,1.7412,-0.436579,-1.183957,-2.516035,5.499994,-0.007153,28.8293
1775755379.6018,1.7412,-0.366637,-1.183957,-2.664163,4.456764,-0.007153,28.8293
1775755379.6260,1.8108,-0.305937,-1.183957,-2.431632,2.269536,-0.005089,28.9078
1775755379.6499,1.8673,-0.289026,-1.041864,-2.374661,1.227801,-0.005089,28.9078
1775755379.6798,1.9436,-0.225308,-1.041864,-2.399538,5.944925,0.000010,29.0505
1775755379.7029,1.9746,-0.221140,-0.911784,-2.116719,-3.568723,-0.005232,29.0954
1775755379.7220,1.9746,-0.225584,-0.911784,-1.873265,3.358862,-0.005232,29.0954
1775755379.7458,2.1202,-0.166561,-0.797967,-1.864802,1.299983,-0.004667,29.1931
1775755379.7698,2.1633,-0.160562,-0.797967,-1.570626,-0.475434,-0.003342,29.2184
1775755379.7938,2.2906,-0.167850,-0.706389,-1.258823,3.594720,-0.008073,29.2998
1775755379.8178,2.3635,-0.156899,-0.625614,-1.303252,-0.081975,-0.009905,29.3557
1775755379.8418,2.3635,-0.160686,-0.625614,-1.043663,-1.824094,-0.009905,29.3557
1775755379.8659,2.5105,-0.150658,-0.564130,-0.913261,2.847108,-0.007687,29.4674
1775755379.8899,2.5393,-0.157890,-0.564130,-0.984794,3.253262,-0.005915,29.4927
1775755379.9139,2.6654,-0.160854,-0.508463,-0.800589,5.521794,-0.004885,29.6034
1775755379.9429,2.7467,-0.162199,-0.462112,-0.913378,0.882819,-0.002693,29.6678
1775755379.9618,2.7467,-0.163096,-0.462112,-0.907314,1.974029,-0.002693,29.6678
1775755379.9870,2.8493,-0.161609,-0.419572,-0.899558,-0.651291,0.002283,29.7569
1775755380.0099,3.0033,-0.163536,-0.382715,-0.996411,1.649863,0.006651,29.8881
1775755380.0338,3.0351,-0.157610,-0.382715,-0.794190,5.577053,0.009845,29.9241
1775755380.0578,3.0351,-0.164282,-0.382715,-1.088622,3.996930,0.009845,29.9241
1775755380.0822,3.2106,-0.161735,-0.320020,-0.892133,2.469041,0.018254,30.0994
1775755380.1060,3.2106,-0.160616,-0.320020,-1.051787,7.282991,0.018254,30.0994
1775755380.1301,3.3641,-0.161633,-0.293812,-0.749911,10.058943,0.031600,30.2485
1775755380.1540,3.3916,-0.149842,-0.269540,-1.219973,6.178217,0.033879,30.2812
1775755380.1831,3.5196,-0.146709,-0.248144,-0.830194,0.909575,0.045165,30.4035
1775755380.2071,3.5412,-0.140084,-0.248144,-1.267670,3.844181,0.043325,30.4405
1775755380.2260,3.5412,-0.141631,-0.248144,-1.011682,3.098258,0.043325,30.4405
1775755380.2491,3.7883,-0.126880,-0.194599,-1.030327,9.277792,0.063583,30.6772
1775755380.2731,3.7883,-0.119085,-0.194599,-1.273508,0.616005,0.063583,30.6772
1775755380.2978,3.8383,-0.120995,-0.180092,-0.919246,12.248536,0.070612,30.7593
1775755380.3224,3.9052,-0.094965,-0.180092,-1.354438,-0.034326,0.069908,30.8400
1775755380.3460,4.0561,-0.097809,-0.154782,-0.725454,-5.989058,0.080442,31.0119
1775755380.3701,4.1406,-0.069438,-0.143630,-0.893234,10.858522,0.086461,31.1081
1775755380.3941,4.1406,-0.067243,-0.143630,-0.939707,-11.250935,0.086461,31.1081
1775755380.4231,4.3048,-0.042197,-0.123913,-0.753290,7.965084,0.090293,31.3394
1775755380.4471,4.3176,-0.036884,-0.115323,-0.738483,12.948081,0.091952,31.3819
1775755380.4661,4.4536,-0.043482,-0.115323,-0.560170,-12.335923,0.093553,31.4777
1775755380.4891,4.5172,-0.028732,-0.099843,-0.300901,0.129110,0.096104,31.5838
1775755380.5132,4.5408,-0.034765,-0.099843,-0.027963,11.847862,0.103723,31.6337
1775755380.5371,4.5408,-0.037918,-0.099843,-0.052885,9.203733,0.103723,31.6337
1775755380.5621,4.8882,-0.039121,-0.074713,-0.193045,-4.389414,0.107670,32.0080
1775755380.5860,4.8882,-0.042631,-0.074713,0.059743,-3.933949,0.107670,32.0080
1775755380.6101,5.0971,-0.039375,-0.064606,0.153757,6.746124,0.106055,32.2258
1775755380.6340,5.1333,-0.048245,-0.060003,-0.004294,10.673490,0.107035,32.2769
1775755380.6631,5.2995,-0.054706,-0.055729,0.150315,1.309184,0.112036,32.4536
1775755380.6872,5.3718,-0.060072,-0.048042,-0.054181,-6.861079,0.114922,32.5704
1775755380.7067,5.3718,-0.060082,-0.048042,-0.118465,-12.805581,0.114922,32.5704
1775755380.7298,5.6048,-0.051912,-0.038114,-0.235816,-4.362083,0.108555,32.8547
1775755380.7538,5.6048,-0.061984,-0.038114,-0.146699,-8.237871,0.108555,32.8547
1775755380.7777,5.8110,-0.061580,-0.032609,-0.186716,10.415637,0.117997,33.0946
1775755380.8018,5.8604,-0.052817,-0.030086,-0.031055,13.226569,0.108082,33.1678
1775755380.8267,5.8604,-0.059368,-0.030086,-0.268979,21.010828,0.108082,33.1678
1775755380.8517,6.0974,-0.054835,-0.023358,-0.246382,18.028558,0.119275,33.4917
1775755380.8760,6.1794,-0.055317,-0.021496,-0.555030,20.238469,0.122678,33.5653
1775755380.8978,6.1794,-0.047219,-0.021496,-0.171184,9.856267,0.122678,33.5653
1775755380.9278,6.5148,-0.049844,-0.013424,-0.261846,18.085338,0.148785,33.9786
1775755380.9468,6.5148,-0.048259,-0.013424,-0.308689,15.511632,0.148785,33.9786
1775755380.9708,6.6298,-0.048569,-0.010787,-0.254934,23.467996,0.160898,34.2657
1775755380.9939,6.6680,-0.040766,-0.010787,-0.084721,17.513540,0.164730,34.3453
1775755381.0178,6.8906,-0.040771,-0.006531,-0.272871,24.860758,0.165550,34.6559
1775755381.0418,6.9873,-0.033272,-0.005559,-0.397079,19.883646,0.171628,34.8089
1775755381.0658,6.9873,-0.030897,-0.005559,-0.502489,11.495641,0.171628,34.8089
1775755381.0907,7.1419,-0.031231,-0.003239,-0.177244,-7.936219,0.180271,35.0629
1775755381.1138,7.2265,-0.030570,-0.002445,0.106201,-10.480263,0.170969,35.2209
1775755381.1378,7.3993,-0.026012,-0.000676,0.057201,-3.322326,0.177320,35.4695
1775755381.1678,7.4723,-0.025228,-0.000222,0.074749,-2.096869,0.181211,35.6479
1775755381.1908,7.4723,-0.026641,-0.000222,0.196137,3.115993,0.181211,35.6479
1775755381.2108,7.6782,-0.026664,0.002193,-0.216724,5.409033,0.172043,36.0713
1775755381.2338,7.6965,-0.025937,0.001911,-0.101640,-5.284841,0.173377,36.2409
1775755381.2578,7.6965,-0.027628,0.001911,0.177364,-7.322124,0.173377,36.2409
1775755381.2818,7.7158,-0.028879,0.003025,0.189055,-6.068247,0.175806,36.5026
1775755381.3059,7.7134,-0.028137,0.003051,0.219261,-8.748251,0.171206,36.6585
1775755381.3308,7.6742,-0.028178,0.003299,0.343993,-4.274912,0.173359,37.0121
1775755381.3538,7.6332,-0.034723,0.003303,0.213505,11.326370,0.173828,37.1039
1775755381.3778,7.6044,-0.037120,0.003257,0.016528,9.146870,0.174347,37.1805
1775755381.4078,7.4471,-0.038142,0.002787,0.089787,11.720392,0.170731,37.5292
1775755381.4308,7.3472,-0.050257,0.002294,0.150251,13.377468,0.171869,37.6924
1775755381.4508,7.3472,-0.049572,0.002294,0.117761,9.336826,0.171869,37.6924
