t,v,delta_cmd,kappa,yaw_rate,ax,lat_error,s_position
1775755435.1416,3.1825,-0.170664,-0.209106,-0.358087,-4.337870,-0.054123,18.8521
1775755435.1647,3.1825,-0.164518,-0.209106,-0.541499,2.112638,-0.048575,18.9971
1775755435.1886,3.1162,-0.199938,-0.223823,-0.638137,-2.158365,-0.041939,19.1052
1775755435.2126,3.0839,-0.193360,-0.240168,-0.696117,6.366914,-0.037128,19.1757
1775755435.2379,3.0839,-0.173182,-0.240168,-0.810234,7.912232,-0.037128,19.1757
1775755435.2617,2.9446,-0.226956,-0.275090,-1.218377,4.046139,-0.021601,19.3859
1775755435.2856,2.9338,-0.236530,-0.275090,-1.166012,7.619234,-0.018925,19.4205
1775755435.3087,2.9338,-0.232652,-0.275090,-1.389952,0.965931,-0.018925,19.4205
1775755435.3387,2.8520,-0.225720,-0.313905,-1.269858,2.235820,-0.007708,19.5886
1775755435.3629,2.8377,-0.246966,-0.313905,-1.261323,7.428029,-0.005178,19.6225
1775755435.3816,2.8033,-0.242438,-0.334948,-1.491059,3.322965,-0.001047,19.7122
1775755435.4047,2.7743,-0.223738,-0.357101,-1.456858,3.732415,0.002305,19.7775
1775755435.4286,2.7743,-0.223950,-0.357101,-1.476384,1.915076,0.002305,19.7775
1775755435.4526,2.7182,-0.245395,-0.380399,-1.396583,2.904643,0.005956,19.9298
1775755435.4767,2.7182,-0.252927,-0.380399,-1.518726,3.388865,0.005956,19.9298
1775755435.5016,2.7058,-0.229607,-0.428620,-1.341051,2.685373,0.005303,20.0761
1775755435.5250,2.6976,-0.209434,-0.428620,-1.477738,5.869667,0.005784,20.1082
1775755435.5486,2.6976,-0.210252,-0.428620,-1.441370,5.021994,0.005784,20.1082
1775755435.5732,2.6790,-0.247903,-0.477344,-1.493461,1.682083,0.002398,20.2524
1775755435.6026,2.6790,-0.237149,-0.477344,-1.432692,0.259921,0.002398,20.2524
1775755435.6217,2.6900,-0.226715,-0.501988,-1.226444,5.914818,0.002697,20.3674
1775755435.6447,2.6913,-0.216139,-0.501988,-1.510760,2.017283,0.002235,20.3993
1775755435.6687,2.6913,-0.216274,-0.501988,-1.290223,2.944545,0.001763,20.4260
1775755435.6927,2.7068,-0.234129,-0.524752,-1.417131,0.111156,0.001763,20.4260
1775755435.7169,2.7244,-0.203831,-0.547608,-1.328681,1.444700,-0.000609,20.6283
1775755435.7417,2.7302,-0.198114,-0.562383,-1.282095,6.279934,-0.003854,20.6555
1775755435.7646,2.7501,-0.198617,-0.562383,-1.379605,-1.941504,-0.004591,20.7478
1775755435.7887,2.7617,-0.185516,-0.574079,-1.161092,7.131585,-0.006636,20.7811
1775755435.8128,2.7998,-0.187477,-0.571067,-1.195306,5.018344,0.005277,20.9025
1775755435.8426,2.8390,-0.191395,-0.565357,-1.138802,1.799320,0.003561,20.9695
1775755435.8616,2.8390,-0.190865,-0.565357,-0.971194,6.312629,0.003561,20.9695
1775755435.8856,2.9036,-0.181829,-0.543600,-1.225165,-0.042250,0.002757,21.0918
1775755435.9087,2.9036,-0.168262,-0.543600,-1.273007,4.068775,0.002757,21.0918
1775755435.9326,2.8931,-0.171587,-0.517249,-1.211165,3.082978,0.006825,21.2191
1775755435.9566,2.8836,-0.153584,-0.470237,-1.269620,1.683411,0.006278,21.2534
1775755435.9817,2.8692,-0.148374,-0.470237,-1.101085,3.273102,0.008974,21.2878
1775755436.0056,2.7983,-0.152027,-0.418984,-1.222706,-0.325869,0.019811,21.4387
1775755436.0287,2.7669,-0.078208,-0.345127,-1.073134,-0.393176,0.019921,21.4713
1775755436.0527,2.7218,-0.083234,-0.345127,-0.752462,-0.511180,0.022150,21.5043
1775755436.0826,2.6209,0.030272,-0.269220,-0.942541,0.821001,0.024827,21.6239
1775755436.1066,2.5955,0.015136,-0.269220,-0.554444,-5.016150,0.025504,21.6501
1775755436.1256,2.5361,0.013553,-0.269220,-0.322886,-0.277078,0.025504,21.6501
1775755436.1486,2.4852,0.089658,-0.077016,-0.283617,0.466719,0.028314,21.7869
1775755436.1728,2.4852,0.080132,-0.077016,0.170383,0.176645,0.028314,21.7869
1775755436.1966,2.4145,0.077224,0.033287,0.101271,-1.141099,0.033531,21.9280
1775755436.2217,2.4145,0.135988,0.033287,0.490840,1.719585,0.033531,21.9280
1775755436.2458,2.3651,0.199316,0.264782,0.586987,1.339185,0.036282,22.0591
1775755436.2696,2.3651,0.243964,0.264782,0.583523,-5.193957,0.036282,22.0591
1775755436.2926,2.3304,0.208357,0.385425,0.851785,-2.816945,0.034172,22.1646
1775755436.3348,2.3198,0.240785,0.385425,1.028589,-2.459755,0.033673,22.1880
1775755436.3466,2.2973,0.251712,0.503630,1.131236,-5.146728,0.035580,22.2644
1775755436.3656,2.2773,0.342484,0.503630,1.325333,0.386337,0.034265,22.3150
1775755436.3887,2.2773,0.356592,0.503630,1.582493,-14.898331,0.034265,22.3150
1775755436.4126,2.2098,0.313782,0.612584,1.817249,-6.119432,0.027120,22.4392
1775755436.4367,2.2098,0.332613,0.612584,1.704937,-5.335163,0.027120,22.4392
1775755436.4606,2.2128,0.320708,0.712102,1.883876,-7.724124,0.029486,22.5394
1775755436.4860,2.2106,0.340041,0.773469,2.060207,-4.197401,0.033339,22.5638
1775755436.5096,2.2106,0.333711,0.773469,2.014875,-3.685955,0.033339,22.5638
1775755436.5327,2.2258,0.318765,0.814290,2.082006,0.894773,0.032488,22.6880
1775755436.5566,2.2396,0.308735,0.814290,1.975040,-8.950329,0.032040,22.7150
1775755436.5867,2.2496,0.259299,0.836487,2.006171,-6.381704,0.035349,22.7945
1775755436.6056,2.2364,0.226145,0.836487,2.201650,-2.560474,0.031891,22.8333
1775755436.6286,2.2364,0.228849,0.836487,2.019313,-5.842436,0.031891,22.8333
1775755436.6527,2.3003,0.271493,0.814439,2.058411,-7.026673,0.040836,22.9620
1775755436.6770,2.3003,0.224567,0.814439,1.831383,-3.035559,0.040836,22.9620
1775755436.7007,2.3747,0.224862,0.781381,1.783609,-4.382620,0.039719,23.0857
1775755436.7256,2.3997,0.172451,0.781381,1.779660,-1.576157,0.039929,23.1096
1775755436.7487,2.4220,0.177603,0.750395,1.528721,-0.773750,0.044453,23.1996
1775755436.7740,2.4724,0.215307,0.709063,1.687592,-9.750622,0.048566,23.2618
1775755436.7967,2.4724,0.185018,0.709063,1.760969,-2.188670,0.048566,23.2618
1775755436.8266,2.5524,0.190201,0.671124,1.326276,0.931967,0.054543,23.3921
1775755436.8456,2.5524,0.163389,0.671124,1.571006,-10.413412,0.054543,23.3921
1775755436.8697,2.6276,0.149061,0.628531,1.345426,-5.104039,0.056953,23.4844
1775755436.8928,2.6417,0.146172,0.628531,1.416167,-7.977704,0.056082,23.5162
1775755436.9166,2.6675,0.132741,0.628531,1.584238,-3.933394,0.056631,23.5417
1775755436.9406,2.6675,0.139394,0.628531,1.191604,0.189953,0.056631,23.5417
1775755436.9656,2.8518,0.138022,0.508660,1.401338,-6.716117,0.060360,23.7674
1775755436.9896,2.8518,0.112803,0.508660,1.078747,1.823687,0.060360,23.7674
1775755437.0128,2.9421,0.128151,0.471018,1.036220,-8.778018,0.065771,23.9025
1775755437.0368,2.9951,0.100366,0.434190,1.095034,-9.599229,0.065829,23.9708
1775755437.0666,3.1084,0.094723,0.399708,1.121254,2.540142,0.063618,24.0773
1775755437.0907,3.1319,0.106378,0.399708,0.968601,-8.570873,0.061981,24.1089
1775755437.1096,3.1319,0.095893,0.399708,1.044078,-7.345367,0.061981,24.1089
1775755437.1327,3.2871,0.088396,0.335164,0.855879,-7.111292,0.055322,24.2819
1775755437.1566,3.3266,0.080964,0.335164,0.994256,0.351184,0.053284,24.3219
1775755437.1808,3.4600,0.069171,0.305101,0.750967,-4.805232,0.048868,24.4321
1775755437.2056,3.5492,0.055901,0.277237,0.898904,-5.950027,0.051141,24.5154
1775755437.2297,3.6778,0.064396,0.250315,0.423405,-11.171962,0.045075,24.6402
1775755437.2536,3.7173,0.045982,0.225122,0.806411,-6.033372,0.043096,24.6856
1775755437.2781,3.7853,0.050045,0.225122,0.575743,2.804045,0.039811,24.7305
1775755437.3066,3.9651,0.047959,0.177703,0.605669,-4.570062,0.037480,24.9053
1775755437.3307,3.9722,0.014222,0.155368,0.752656,3.336683,0.032458,24.9935
1775755437.3496,3.9722,0.020136,0.155368,0.333835,-3.651664,0.032458,24.9935
1775755437.3753,3.9853,0.005014,0.113356,0.750493,3.820094,0.016636,25.2246
1775755437.3967,3.9853,0.002519,0.113356,0.028993,-4.316816,0.016636,25.2246
1775755437.4206,3.9110,-0.017501,0.073432,0.531628,-8.949976,0.011581,25.3844
1775755437.4447,3.8718,-0.020156,0.073432,0.088794,4.923074,0.009042,25.4311
1775755437.4696,3.7917,-0.017727,0.053768,0.119024,-0.333147,0.003523,25.5154
1775755437.4936,3.7483,-0.009088,0.034180,-0.217581,4.322897,0.000875,25.5606
1775755437.5176,3.7069,-0.024910,0.034180,-0.131430,-1.763700,0.004944,25.6097
1775755437.5406,3.4994,-0.021677,-0.005872,-0.094566,0.045487,-0.005929,25.8108
1775755437.5707,3.3877,-0.008263,-0.026736,0.020559,4.475081,-0.008200,25.8519
1775755437.5899,3.3877,-0.004389,-0.026736,-0.479229,0.040401,-0.010291,25.8925
1775755437.6128,3.2696,-0.003859,-0.048197,-0.102797,-1.903763,-0.016892,26.0421
1775755437.6367,3.2696,0.010508,-0.048197,-0.382346,-1.210568,-0.016892,26.0421
1775755437.6607,3.0729,0.086050,-0.094315,-0.308961,-2.649180,-0.024778,26.1877
1775755437.6847,2.9977,0.049373,-0.119443,-0.157627,-3.619378,-0.028512,26.2545
1775755437.7097,2.9977,0.058912,-0.119443,-0.258656,0.739631,-0.028512,26.2545
1775755437.7336,2.7296,0.056345,-0.145946,-0.014642,-2.795402,-0.032712,26.4125
1775755437.7568,2.7296,0.045550,-0.145946,0.186198,-2.833448,-0.032712,26.4125
1775755437.7807,2.5896,0.003070,-0.174759,0.180273,-1.120118,-0.036247,26.5299
1775755437.8106,2.5264,-0.043159,-0.205582,0.464981,1.092588,-0.033753,26.5907
1775755437.8346,2.5264,-0.056836,-0.205582,0.144618,0.626399,-0.033753,26.5907
1775755437.8536,2.3647,-0.051627,-0.239572,0.385236,0.941975,-0.030382,26.7328
1775755437.8767,2.3079,-0.176686,-0.276363,-0.020296,1.705990,-0.030176,26.7616
1775755437.9007,2.3079,-0.210505,-0.276363,-0.212041,1.977107,-0.030176,26.7616
1775755437.9246,2.1824,-0.315569,-0.317511,-0.426599,1.162824,-0.023610,26.8912
1775755437.9496,2.1516,-0.297512,-0.317511,-0.314317,4.348527,-0.021397,26.9170
1775755437.9740,2.0759,-0.295984,-0.362629,-0.931693,5.138310,-0.015162,27.0061
1775755437.9976,2.0759,-0.368563,-0.362629,-1.159765,4.899850,-0.015162,27.0061
1775755438.0208,2.0401,-0.340151,-0.362629,-1.185325,3.808401,-0.017821,27.0327
1775755438.0507,2.0401,-0.337745,-0.362629,-1.402455,4.173756,-0.017821,27.0327
1775755438.0746,1.8895,-0.345279,-0.469926,-1.484117,4.554672,-0.012479,27.1830
1775755438.0936,1.8895,-0.380434,-0.469926,-1.770584,2.786606,-0.012479,27.1830
1775755438.1167,1.8256,-0.387962,-0.533826,-1.619130,2.279006,-0.001998,27.2919
1775755438.1407,1.8256,-0.381671,-0.533826,-1.653535,1.293008,-0.001998,27.2919
1775755438.1646,1.7768,-0.306934,-0.606052,-1.772610,6.099349,-0.006366,27.3740
1775755438.1886,1.7520,-0.346050,-0.606052,-1.869105,4.212822,-0.006994,27.3949
1775755438.2136,1.7019,-0.338386,-0.687048,-1.730487,2.691823,-0.002580,27.4770
1775755438.2376,1.6858,-0.333851,-0.687048,-1.834848,4.493996,-0.003601,27.4969
1775755438.2606,1.6858,-0.337000,-0.687048,-1.768120,1.465558,-0.003601,27.4969
1775755438.2908,1.6530,-0.224930,-0.780061,-1.492076,2.329651,-0.013762,27.5673
1775755438.3147,1.6287,-0.242972,-0.780061,-1.687664,2.098575,-0.007152,27.5848
1775755438.3336,1.6287,-0.348154,-0.780061,-1.697541,1.635336,-0.007152,27.5848
1775755438.3566,1.5968,-0.333438,-0.883267,-1.418749,1.162133,-0.022134,27.6905
1775755438.3816,1.5852,-0.286909,-0.883267,-1.143988,-1.651980,-0.022134,27.6905
1775755438.4047,1.5835,-0.289884,-1.001756,-1.265025,3.892253,-0.023956,27.7797
1775755438.4297,1.5835,-0.381186,-1.001756,-1.448091,3.820383,-0.026086,27.8140
1775755438.4536,1.5685,-0.353290,-1.001756,-1.462008,1.064548,-0.026086,27.8140
1775755438.4780,1.5575,-0.355465,-1.129878,-1.279018,2.013476,-0.035544,27.8733
1775755438.5038,1.5575,-0.304712,-1.129878,-1.417585,3.037288,-0.035544,27.8733
1775755438.5248,1.5698,-0.303227,-1.270012,-1.481520,2.040284,-0.040185,27.9601
1775755438.5548,1.5717,-0.530000,-1.270012,-1.583409,3.694995,-0.039281,27.9971
1775755438.5738,1.5717,-0.494989,-1.270012,-1.443132,-1.187515,-0.039281,27.9971
1775755438.5969,1.5692,-0.495282,-1.270012,-1.327244,2.207562,-0.040464,28.0501
1775755438.6208,1.5858,-0.530000,-1.414151,-1.629626,6.288379,-0.044693,28.0864
1775755438.6448,1.5745,-0.530000,-1.537907,-1.771131,2.749633,-0.049898,28.1626
1775755438.6689,1.5605,-0.530000,-1.537907,-1.927772,4.901715,-0.047371,28.1810
1775755438.6939,1.5545,-0.530000,-1.537907,-2.011234,3.505814,-0.045735,28.1963
1775755438.7179,1.5353,-0.530000,-1.628447,-2.176145,3.144292,-0.047507,28.2818
1775755438.7409,1.5323,-0.530000,-1.628447,-2.237927,3.506226,-0.045244,28.2997
1775755438.7649,1.5237,-0.530000,-1.628447,-2.233998,2.762020,-0.043358,28.3177
1775755438.7948,1.5180,-0.530000,-1.673671,-2.228010,1.668043,-0.046605,28.3726
1775755438.8138,1.5149,-0.530000,-1.673671,-2.364730,5.250780,-0.040676,28.4164
1775755438.8378,1.5299,-0.530000,-1.673671,-2.350672,3.415296,-0.038075,28.4494
1775755438.8608,1.5299,-0.530000,-1.673671,-2.298597,3.837129,-0.038075,28.4494
1775755438.8853,1.5661,-0.530000,-1.661500,-2.381268,4.710288,-0.035025,28.5226
1775755438.9089,1.5707,-0.530000,-1.661500,-2.483853,4.410817,-0.033029,28.5371
1775755438.9339,1.5928,-0.530000,-1.589099,-2.460420,5.221299,-0.028962,28.6132
1775755438.9578,1.6186,-0.510947,-1.589099,-2.499049,4.753284,-0.026304,28.6320
1775755438.9819,1.6306,-0.493056,-1.589099,-2.615814,6.357472,-0.024324,28.6511
1775755439.0048,1.6660,-0.493624,-1.476667,-2.629995,2.313963,-0.018284,28.7277
1775755439.0348,1.6913,-0.465827,-1.339245,-2.641206,6.346908,-0.019761,28.7662
1775755439.0588,1.6982,-0.434415,-1.339245,-2.559897,1.088797,-0.019761,28.7662
1775755439.0780,1.7384,-0.434415,-1.339245,-2.778909,2.942585,-0.008976,28.8392
1775755439.1010,1.7384,-0.419663,-1.339245,-2.681830,4.999380,-0.008976,28.8392
1775755439.1249,1.7429,-0.332893,-1.183957,-2.660878,5.195489,-0.002516,28.9337
1775755439.1489,1.7429,-0.318877,-1.183957,-2.566519,0.079934,-0.002516,28.9337
1775755439.1736,1.8493,-0.322539,-1.041864,-2.434882,9.430971,-0.000425,29.0109
1775755439.1979,1.8974,-0.249779,-1.041864,-2.368747,2.625714,-0.002752,29.0332
1775755439.2210,1.8974,-0.254904,-1.041864,-2.325869,4.126580,-0.002752,29.0332
1775755439.2450,2.0210,-0.189605,-0.797967,-1.992290,-4.185485,-0.004797,29.1607
1775755439.2751,2.0210,-0.179353,-0.797967,-1.671914,3.257153,-0.004797,29.1607
1775755439.2989,2.1750,-0.187551,-0.797967,-1.750308,2.495510,-0.001376,29.2514
1775755439.3179,2.1750,-0.167129,-0.797967,-1.341665,1.035212,-0.001376,29.2514
1775755439.3410,2.3334,-0.143459,-0.625614,-1.165177,2.574215,-0.001994,29.3543
1775755439.3650,2.3891,-0.138790,-0.625614,-1.123204,3.320984,-0.002726,29.4057
1775755439.3889,2.3891,-0.134507,-0.625614,-0.906504,-2.430612,-0.002726,29.4057
1775755439.4130,2.5900,-0.139584,-0.564130,-1.021709,6.666140,-0.008677,29.5395
1775755439.4379,2.6271,-0.139436,-0.508463,-0.751921,-2.036678,-0.010180,29.5661
1775755439.4610,2.6950,-0.139866,-0.508463,-0.714905,2.886505,-0.006619,29.6245
1775755439.4850,2.7752,-0.153701,-0.462112,-0.743293,3.028831,-0.005232,29.6848
1775755439.5090,2.7964,-0.154883,-0.462112,-0.736667,-0.992735,-0.003228,29.7125
1775755439.5390,2.9844,-0.163284,-0.382715,-0.828902,4.238132,-0.000282,29.8825
1775755439.5579,3.0117,-0.169766,-0.382715,-0.786731,-0.757805,0.002687,29.9124
1775755439.5811,3.1403,-0.169766,-0.382715,-0.888102,3.287599,0.002687,29.9124
1775755439.6051,3.1840,-0.177388,-0.320020,-0.706008,-2.831365,0.004995,30.0735
1775755439.6290,3.1840,-0.160527,-0.320020,-0.934983,6.432449,0.004995,30.0735
1775755439.6530,3.3188,-0.165607,-0.293812,-0.733941,-0.466098,0.021537,30.2486
1775755439.6780,3.3188,-0.166622,-0.293812,-0.961699,6.372406,0.021537,30.2486
1775755439.7019,3.4762,-0.164194,-0.248144,-0.817792,-8.426060,0.024187,30.2813
1775755439.7250,3.4762,-0.156515,-0.248144,-0.821111,0.674797,0.024187,30.2813
1775755439.7489,3.6251,-0.157741,-0.210818,-1.115528,-4.185107,0.049446,30.5890
1775755439.7790,3.6750,-0.142327,-0.210818,-0.926422,7.583952,0.053220,30.6253
1775755439.8029,3.8333,-0.143332,-0.180092,-1.473268,2.932086,0.063985,30.7952
1775755439.8219,3.8910,-0.116225,-0.166739,-0.917371,2.619416,0.071284,30.8785
1775755439.8450,3.8910,-0.112769,-0.166739,-1.283923,10.604641,0.071284,30.8785
1775755439.8689,4.0124,-0.114459,-0.154782,-0.908361,-16.816597,0.081853,31.0034
1775755439.8929,4.0564,-0.090254,-0.143630,-0.799923,15.913190,0.086338,31.0801
1775755439.9180,4.0564,-0.078485,-0.143630,-1.268938,0.187133,0.086338,31.0801
1775755439.9420,4.2462,-0.057182,-0.123913,-0.802977,-3.389919,0.095237,31.3089
1775755439.9650,4.2462,-0.054690,-0.123913,-0.677155,14.826002,0.095237,31.3089
1775755439.9891,4.4124,-0.056843,-0.115323,-0.807400,-1.937325,0.100299,31.4888
1775755440.0190,4.5607,-0.029676,-0.099843,-0.349138,-9.038793,0.100506,31.6413
1775755440.0429,4.6536,-0.027299,-0.092842,-0.186542,3.371145,0.102011,31.7331
1775755440.0619,4.6536,-0.026572,-0.092842,-0.122038,10.173679,0.102011,31.7331
1775755440.0850,4.8196,-0.030518,-0.080305,-0.439204,0.836311,0.103325,31.9395
1775755440.1090,4.8196,-0.031946,-0.080305,0.010861,-13.805466,0.103325,31.9395
1775755440.1329,5.0411,-0.024739,-0.064606,0.129582,11.467629,0.095825,32.1902
1775755440.1570,5.1197,-0.028233,-0.064606,0.307880,14.368267,0.096154,32.2510
1775755440.1819,5.2993,-0.029301,-0.055729,0.177160,18.879532,0.097555,32.4267
1775755440.2050,5.3754,-0.041658,-0.051699,0.086393,9.038201,0.095003,32.5402
1775755440.2291,5.3754,-0.041602,-0.051699,0.128640,-14.823881,0.095003,32.5402
1775755440.2530,5.6092,-0.038552,-0.041229,0.078864,-21.921949,0.097106,32.8367
1775755440.2830,5.7410,-0.060424,-0.035312,0.320682,-11.851471,0.098888,32.9719
1775755440.3019,5.7410,-0.060338,-0.035312,0.290898,8.244223,0.098888,32.9719
1775755440.3250,5.9540,-0.061834,-0.030086,-0.002439,11.073430,0.108713,33.2390
1775755440.3490,6.0063,-0.070986,-0.027670,-0.088013,10.191623,0.110975,33.3106
1775755440.3733,6.1980,-0.070390,-0.023358,-0.225401,22.037212,0.120711,33.5176
1775755440.3970,6.2638,-0.071750,-0.021496,-0.506099,21.385536,0.105059,33.6009
1775755440.4219,6.2638,-0.063024,-0.021496,-0.408044,26.571626,0.105059,33.6009
1775755440.4450,6.5269,-0.065456,-0.014833,-0.578330,22.568483,0.120909,33.9590
1775755440.4690,6.5965,-0.061846,-0.014833,-0.571549,27.049256,0.125047,34.0379
1775755440.4930,6.7215,-0.062116,-0.012071,-0.618878,21.297511,0.134400,34.2511
1775755440.5230,6.8031,-0.061418,-0.009673,-0.547354,15.901626,0.158413,34.4062
1775755440.5419,6.9660,-0.061366,-0.009673,-0.206835,7.506179,0.164039,34.4877
1775755440.5659,7.0516,-0.052659,-0.005559,-0.299678,2.326325,0.182423,34.7930
1775755440.5890,7.0516,-0.051837,-0.005559,-0.453854,-4.174545,0.182423,34.7930
1775755440.6130,7.2493,-0.051927,-0.002445,-0.062113,-12.271715,0.188991,35.1744
1775755440.6370,7.3258,-0.041483,-0.001760,-0.078728,-8.052350,0.192155,35.2615
1775755440.6620,7.3258,-0.040503,-0.001760,-0.033330,12.226352,0.192155,35.2615
1775755440.6859,7.5592,-0.034888,0.000217,-0.249922,16.817922,0.196319,35.6738
1775755440.7090,7.5592,-0.028036,0.000217,0.036330,2.300109,0.196319,35.6738
1775755440.7330,7.6905,-0.028483,0.001628,-0.236005,-2.415056,0.200774,36.0245
1775755440.7630,7.7319,-0.023782,0.001911,-0.361566,-10.974184,0.202167,36.2098
1775755440.7869,7.7272,-0.023912,0.002126,-0.130421,-11.769840,0.203209,36.3805
1775755440.8059,7.7420,-0.022948,0.002977,0.013219,-5.717694,0.199940,36.6480
1775755440.8290,7.7274,-0.021821,0.003271,0.305198,0.215691,0.200440,36.8190
1775755440.8530,7.7274,-0.022478,0.003271,0.132405,13.458977,0.200440,36.8190
1775755440.8791,7.6345,-0.022512,0.003257,0.082570,15.497699,0.200637,37.1723
1775755440.9019,7.5839,-0.023296,0.003257,-0.035797,13.319282,0.202135,37.2541
1775755440.9258,7.5839,-0.029555,0.003257,0.035489,12.228773,0.202135,37.2541
1775755440.9497,7.3863,-0.029310,0.002294,0.049648,10.947137,0.199933,37.6589
1775755440.9747,7.2974,-0.036262,0.002025,0.136810,12.870668,0.198943,37.8205
1775755441.0030,7.1041,-0.035875,0.001095,0.038341,15.386213,0.194148,38.0571
1775755441.0268,7.0441,-0.040104,0.000661,0.155867,16.320550,0.193467,38.1996
1775755441.0458,7.0441,-0.044271,0.000661,0.114478,14.934949,0.193467,38.1996
1775755441.0688,6.7996,-0.054302,-0.001055,0.089957,11.209631,0.191789,38.5172
1775755441.0928,6.7352,-0.057771,-0.001708,-0.015530,-14.241440,0.191037,38.5981
1775755441.1168,6.5750,-0.065238,-0.004461,-0.149000,5.977303,0.190587,38.8771
1775755441.1408,6.4738,-0.076367,-0.005572,-0.146089,-14.025377,0.193444,39.0204
1775755441.1658,6.4738,-0.079676,-0.005572,0.208427,-9.717611,0.193444,39.0204
1775755441.1897,6.2819,-0.071181,-0.009340,0.302307,8.989141,0.186446,39.3039
1775755441.2128,6.1988,-0.095773,-0.010814,-0.301624,9.939327,0.188979,39.3667
1775755441.2369,5.8816,-0.093597,-0.014161,-0.562499,-7.900703,0.205028,39.6439
1775755441.2668,5.8370,-0.115368,-0.015868,-0.143078,-6.855511,0.209470,39.7137
1775755441.2858,5.7295,-0.114307,-0.017835,-0.056440,3.554665,0.218775,39.8407
1775755441.3090,5.5874,-0.122914,-0.022296,-0.519139,-0.457782,0.186912,39.9652
1775755441.3328,5.5874,-0.109834,-0.022296,-0.305173,-8.531482,0.186912,39.9652
1775755441.3569,5.2506,-0.126373,-0.030075,-0.067920,9.101779,0.202965,40.2671
1775755441.3807,5.1896,-0.125809,-0.030075,-0.800491,-2.815063,0.206142,40.3295
1775755441.4056,4.9411,-0.125122,-0.036270,-0.473751,-4.825786,0.179524,40.5499
1775755441.4297,4.8816,-0.108177,-0.039762,-0.302452,1.837545,0.181851,40.6081
1775755441.4536,4.6830,-0.109189,-0.043559,-1.053584,-4.833549,0.186941,40.7696
1775755441.4770,4.5486,-0.108525,-0.051969,-0.253185,0.771762,0.189509,40.8707
1775755441.5068,4.5486,-0.108451,-0.051969,-1.012655,8.514801,0.189509,40.8707
1775755441.5257,4.3329,-0.087374,-0.061948,-0.690400,-0.099979,0.158650,41.0779
1775755441.5497,4.2851,-0.087534,-0.061948,-0.403146,7.258538,0.158873,41.1296
1775755441.5729,4.0587,-0.082971,-0.073721,-0.961189,-4.620469,0.156117,41.3037
1775755441.5967,4.0587,-0.081236,-0.073721,-0.332919,3.362179,0.156117,41.3037
1775755441.6207,3.8651,-0.064235,-0.080359,-0.782748,-4.214849,0.132331,41.4775
1775755441.6457,3.8119,-0.064585,-0.087619,-0.315422,-3.386452,0.130742,41.5160
1775755441.6697,3.6051,-0.061719,-0.104443,-0.510354,-2.689385,0.121840,41.6834
1775755441.6936,3.5451,-0.064179,-0.104443,-0.242468,-0.771221,0.104452,41.7305
1775755441.7177,3.5451,-0.049388,-0.104443,-0.450046,-6.001823,0.104452,41.7305
1775755441.7467,3.2863,-0.051645,-0.124632,-0.101674,0.234283,0.091354,41.9130
1775755441.7719,3.2863,-0.054755,-0.124632,-0.245474,-1.827377,0.091354,41.9130
1775755441.7897,3.1052,-0.055812,-0.136180,-0.138183,3.122817,0.084467,42.0139
1775755441.8127,3.0308,-0.076383,-0.149270,0.001126,4.632302,0.074513,42.0890
1775755441.8367,2.8201,-0.072747,-0.163544,-0.278652,-1.232317,0.068482,42.2105
1775755441.8608,2.7971,-0.109969,-0.163544,-0.023473,-0.743449,0.067029,42.2440
1775755441.8857,2.7239,-0.112605,-0.180004,-0.208306,-2.099822,0.067029,42.2440
1775755441.9097,2.7239,-0.131810,-0.180004,-0.144901,0.506643,0.065233,42.2757
1775755441.9337,2.6471,-0.126918,-0.197789,-0.111057,6.711706,0.057055,42.3732
1775755441.9567,2.4414,-0.147990,-0.218231,-0.507877,2.018213,0.054380,42.5187
1775755441.9869,2.4031,-0.184345,-0.218231,-0.399053,4.645164,0.054380,42.5187
1775755442.0107,2.3105,-0.196931,-0.266005,-0.268272,2.956137,0.046857,42.6712
1775755442.0296,2.2319,-0.221789,-0.266005,-0.592938,2.755525,0.047332,42.7211
1775755442.0527,2.2319,-0.217979,-0.266005,-0.809798,2.811687,0.047332,42.7211
1775755442.0771,2.1074,-0.217253,-0.293424,-0.701231,4.574778,0.046170,42.8193
1775755442.1008,2.1074,-0.218579,-0.293424,-1.038590,1.943678,0.046170,42.8193
1775755442.1247,2.0048,-0.220225,-0.326409,-0.846827,5.724219,0.036266,42.9259
1775755442.1496,1.9828,-0.187578,-0.326409,-1.030955,5.654895,0.035775,42.9458
1775755442.1737,1.9008,-0.193271,-0.360673,-1.025682,1.698156,0.032407,43.0100
1775755442.1976,1.8872,-0.184927,-0.360673,-0.983971,3.827037,0.031669,43.0289
1775755442.2207,1.8872,-0.174972,-0.360673,-1.164401,0.506955,0.031669,43.0289
1775755442.2506,1.7951,-0.155943,-0.447795,-0.869033,1.436901,0.021805,43.1669
1775755442.2697,1.7951,-0.143802,-0.447795,-1.049891,-0.658994,0.021805,43.1669
1775755442.2927,1.7519,-0.146330,-0.447795,-0.774191,1.980753,0.018862,43.2231
1775755442.3167,1.7424,-0.159341,-0.505620,-0.776225,0.706741,0.013217,43.2679
1775755442.3408,1.7030,-0.138295,-0.505620,-0.750507,-0.810394,0.013217,43.2679
1775755442.3647,1.6673,-0.155900,-0.564894,-0.528688,1.067178,0.003419,43.3752
1775755442.3897,1.6673,-0.226744,-0.564894,-0.610522,2.399471,0.003419,43.3752
