%time,field.header.seq,field.header.stamp,field.header.frame_id,field.child_frame_id,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.twist.twist.linear.x,field.twist.twist.linear.y,field.twist.twist.linear.z,field.twist.twist.angular.x,field.twist.twist.angular.y,field.twist.twist.angular.z
1774712714791254997,8911,1774712714791254997,map,119,11.875414675183666,-0.0009322426966635825,0.009036002713049376,0.0,0.0,0.595688131041994,0.8032158181558031,5.229691424009575,0.2934265255843653,0.0001544019565137643,0.0,0.0,0.0
1774712714811246156,8912,1774712714811246156,map,120,11.980169446512026,-0.0007510495622927741,0.009034394570361313,0.0,0.0,0.5805606545457427,0.8142170020292003,5.236323716154066,0.2924165182467431,-0.00015410768626939405,0.0,0.0,0.0
1774712714831250429,8913,1774712714831250429,map,121,12.085055556343216,-0.000566027470370772,0.00902803500408566,0.0,0.0,0.5652972560754247,0.824887272464302,5.2471619280169906,0.2912760971910975,-0.0003578279878842558,0.0,0.0,0.0
1774712714851251363,8914,1774712714851251363,map,122,12.190156899354498,-0.0003745603570820934,0.009019937510751629,0.0,0.0,0.5499223063428883,0.8352158146171075,5.261481396172032,0.289750004548593,-0.0004139947051971649,0.0,0.0,0.0
1774712714871248483,8915,1774712714871248483,map,123,12.29554262355638,-0.00017568909281041488,0.009011803563152284,0.0,0.0,0.5344770181420717,0.8451830080390634,5.280605301090466,0.28804132391222925,-0.00040733704018885606,0.0,0.0,0.0
1774712714891247034,8916,1774712714891247034,map,124,12.40130907883743,-3.5648567431323386e-16,0.009004443807374902,0.0,0.0,0.5035008625484475,0.863994723023798,5.334179321096519,0.09526804093436692,-0.00030727600555784205,0.0,0.0,0.0
1774712714911244869,8917,1774712714911244869,map,125,12.508010538986088,-2.3245294578089215e-16,0.008998426465372536,0.0,0.0,0.48802558223684683,0.8728293252878174,5.363257484050657,0.09459121884519694,-0.0002181773411545323,0.0,0.0,0.0
1774712714931244373,8918,1774712714931244373,map,126,12.615293376330108,-3.634245682171411e-16,0.008994357367350833,0.0,0.0,0.47258903364387644,0.8812829314581935,5.393238013388815,0.0938560314785426,-0.00011256987556112375,0.0,0.0,0.0
1774712714951243162,8919,1774712714951243162,map,127,12.723175727776114,1.97758476261356e-16,0.008992442783928857,0.0,0.0,0.45722230754971754,0.8893524394068482,5.427506110228102,0.09305967140965032,-3.293504313242675e-05,0.0,0.0,0.0
1774712714971242189,8920,1774712714971242189,map,128,12.83174302360307,-4.614364446098307e-16,0.00899213191001827,0.0,0.0,0.44194537618067764,0.8970419636073439,5.462524922594808,0.09223478546229602,2.7504802768534596e-05,0.0,0.0,0.0
