x_m,y_m
-4.540804,-13.782240
-4.669814,-13.667580
-4.754287,-13.557378
-4.799452,-13.453049
-4.833550,-13.351763
-4.855944,-13.269167
-4.872904,-13.196925
-4.886128,-13.118970
-4.900813,-13.040965
-4.915710,-12.965631
-4.927325,-12.885058
-4.931810,-12.828096
-4.938328,-12.758984
-4.944010,-12.692950
-4.949682,-12.620890
-4.954906,-12.548740
-4.960711,-12.481579
-4.964841,-12.420410
-4.966023,-12.354862
-4.966665,-12.299227
-4.974083,-12.231163
-4.975456,-12.175962
-4.980011,-12.120296
-4.984924,-12.064485
-4.990139,-12.003446
-4.995326,-11.942198
-4.999114,-11.883410
-5.005048,-11.833010
-5.012611,-11.776887
-5.021432,-11.718554
-5.031409,-11.655247
-5.038451,-11.599062
-5.044891,-11.543452
-5.050784,-11.493131
-5.052664,-11.445350
-5.057947,-11.393385
-5.066185,-11.338141
-5.073916,-11.277678
-5.080976,-11.213554
-5.087141,-11.154548
-5.093210,-11.090877
-5.099204,-11.024759
-5.101185,-10.958237
-5.110578,-10.884022
-5.116451,-10.816854
-5.119112,-10.746808
-5.120599,-10.679863
-5.114065,-10.613522
-5.107155,-10.545652
-5.107170,-10.491783
-5.107142,-10.436329
-5.105983,-10.375437
-5.101805,-10.325170
-5.100647,-10.271210
-5.100124,-10.213691
-5.098819,-10.157658
-5.105442,-10.107505
-5.112359,-10.055631
-5.107265,-9.985993
-5.106921,-9.921610
-5.111694,-9.862719
-5.114117,-9.796553
-5.113716,-9.731338
-5.112485,-9.675711
-5.111808,-9.624473
-5.112868,-9.579684
-5.113865,-9.538802
-5.119541,-9.505535
-5.121686,-9.464079
-5.127782,-9.388338
-5.134973,-9.320842
-5.142078,-9.251597
-5.149361,-9.184227
-5.156898,-9.114011
-5.161843,-9.036333
-5.166576,-8.957955
-5.168280,-8.875924
-5.170690,-8.799097
-5.168961,-8.759379
-5.167525,-8.715584
-5.165876,-8.668324
-5.164579,-8.613448
-5.163211,-8.559401
-5.161883,-8.507121
-5.160604,-8.456907
-5.162636,-8.401723
-5.162737,-8.348719
-5.163024,-8.290197
-5.163772,-8.231545
-5.164527,-8.173470
-5.164970,-8.117768
-5.165425,-8.061993
-5.165877,-8.003938
-5.166245,-7.942695
-5.166174,-7.889009
-5.166085,-7.829771
-5.166198,-7.773631
-5.166647,-7.715603
-5.167409,-7.659372
-5.168157,-7.603469
-5.169111,-7.546417
-5.170073,-7.489620
-5.171209,-7.433496
-5.172499,-7.373674
-5.173686,-7.322480
-5.174284,-7.266641
-5.174516,-7.210490
-5.173978,-7.157825
-5.173888,-7.107366
-5.173602,-7.052594
-5.173271,-6.996897
-5.172594,-6.939152
-5.171897,-6.884457
-5.170710,-6.824736
-5.169912,-6.769515
-5.169209,-6.717605
-5.164232,-6.659651
-5.163498,-6.602482
-5.163607,-6.551541
-5.160460,-6.499488
-5.154535,-6.455809
-5.149727,-6.403986
-5.145409,-6.351743
-5.140889,-6.298747
-5.136547,-6.240155
-5.136766,-6.187381
-5.130822,-6.137508
-5.122884,-6.075698
-5.119006,-6.009315
-5.118101,-5.939233
-5.116140,-5.881694
-5.114222,-5.829656
-5.112461,-5.783141
-5.109657,-5.730653
-5.107094,-5.673443
-5.112728,-5.608965
-5.119392,-5.554762
-5.125251,-5.510098
-5.131766,-5.460168
-5.139549,-5.404004
-5.147273,-5.346291
-5.154474,-5.284534
-5.162700,-5.231720
-5.170751,-5.180620
-5.172213,-5.131898
-5.173146,-5.079124
-5.179725,-5.020248
-5.185855,-4.959448
-5.190728,-4.900894
-5.195596,-4.837879
-5.200942,-4.771599
-5.205846,-4.704487
-5.210738,-4.637276
-5.215432,-4.569304
-5.220889,-4.505148
-5.221315,-4.443998
-5.221446,-4.382305
-5.221483,-4.321426
-5.221539,-4.263157
-5.221648,-4.206804
-5.221939,-4.151375
-5.222319,-4.095941
-5.222621,-4.041401
-5.222668,-3.986248
-5.221916,-3.933428
-5.221259,-3.870651
-5.222490,-3.809235
-5.221873,-3.747036
-5.220749,-3.686454
-5.219656,-3.627862
-5.218588,-3.569215
-5.217905,-3.501657
-5.217355,-3.434657
-5.216737,-3.363898
-5.211866,-3.300825
-5.205045,-3.239519
-5.199567,-3.178809
-5.194220,-3.112173
-5.187254,-3.042031
-5.179439,-2.967198
-5.169810,-2.905599
-5.160145,-2.844184
-5.150299,-2.785141
-5.144617,-2.733619
-5.139025,-2.678430
-5.133834,-2.623117
-5.129047,-2.567631
-5.125540,-2.512711
-5.122333,-2.462616
-5.116732,-2.403346
-5.110953,-2.344902
-5.105603,-2.286504
-5.104520,-2.229900
-5.099029,-2.175124
-5.097957,-2.114729
-5.096280,-2.058933
-5.094429,-1.998206
-5.093024,-1.937260
-5.092895,-1.879102
-5.092940,-1.821316
-5.092807,-1.767278
-5.088547,-1.709414
-5.088696,-1.647610
-5.084483,-1.591884
-5.083254,-1.536352
-5.081396,-1.483522
-5.079670,-1.430950
-5.079762,-1.375637
-5.079784,-1.314743
-5.079985,-1.252223
-5.082278,-1.191854
-5.082681,-1.136045
-5.083099,-1.081709
-5.081113,-1.010343
-5.080349,-0.947020
-5.079585,-0.882822
-5.079510,-0.819468
-5.080120,-0.757927
-5.080152,-0.694522
-5.078095,-0.624876
-5.077699,-0.553365
-5.073548,-0.459952
-5.062737,-0.370010
-5.032585,-0.246939
-4.963778,-0.106833
-4.883798,0.025752
-4.792334,0.152771
-4.700757,0.276986
-4.592751,0.390209
-4.467929,0.498430
-4.340810,0.584311
-4.213784,0.647598
-4.101743,0.680659
-4.014984,0.687511
-3.929838,0.692894
-3.852334,0.696201
-3.769051,0.697493
-3.696782,0.698119
-3.636503,0.698383
-3.581974,0.695590
-3.534153,0.695556
-3.476431,0.696246
-3.426990,0.700527
-3.373232,0.704986
-3.322750,0.709743
-3.276548,0.714522
-3.234825,0.720019
-3.156341,0.725509
-3.077320,0.731782
-2.997453,0.737096
-2.927915,0.738653
-2.859405,0.742033
-2.804238,0.746233
-2.749737,0.746760
-2.697427,0.746883
-2.627973,0.751708
-2.594712,0.756588
-2.551442,0.760600
-2.500812,0.765849
-2.445708,0.771097
-2.388665,0.774157
-2.326843,0.776521
-2.258786,0.783079
-2.185056,0.788743
-2.124918,0.789186
-2.066823,0.789688
-2.013918,0.790022
-1.958023,0.790621
-1.902090,0.793368
-1.842945,0.793426
-1.781994,0.795538
-1.720979,0.797022
-1.659909,0.800013
-1.595236,0.801251
-1.520134,0.803478
-1.450682,0.803917
-1.386722,0.804800
-1.325627,0.802733
-1.268111,0.803160
-1.209751,0.801999
-1.153829,0.800014
-1.098304,0.797582
-1.045128,0.796659
-0.995361,0.794788
-0.939724,0.794458
-0.884152,0.793546
-0.828452,0.794466
-0.767582,0.794216
-0.709049,0.794281
-0.645318,0.794070
-0.578739,0.793797
-0.517219,0.793120
-0.455847,0.792936
-0.394667,0.792121
-0.328184,0.790539
-0.261769,0.787894
-0.200364,0.786040
-0.139007,0.781375
-0.078761,0.775553
-0.024785,0.769581
0.030980,0.764323
0.080260,0.758687
0.123827,0.753774
0.173320,0.749575
0.226492,0.745453
0.282111,0.741727
0.337223,0.739942
0.390768,0.740186
0.445019,0.740658
0.505348,0.740948
0.561699,0.741160
0.626474,0.741595
0.683065,0.741858
0.780174,0.741797
