right_bound_x,right_bound_y,right_bound_z,left_bound_x,left_bound_y,left_bound_z,center_x,center_y,center_z
4.575204,-1.645871,0.220564,4.976237,-3.058017,0.220564,4.776090,-2.353246,0.220564
4.530183,-1.663092,0.216798,4.933068,-3.066657,0.216798,4.732089,-2.366489,0.216798
4.485987,-1.679700,0.212585,4.885888,-3.077810,0.212585,4.686436,-2.380499,0.212585
4.452334,-1.691458,0.214490,4.852238,-3.088404,0.214490,4.652532,-2.390789,0.214490
4.414992,-1.702673,0.210591,4.815057,-3.097508,0.210591,4.615656,-2.402294,0.210591
4.377465,-1.713674,0.209795,4.769393,-3.105131,0.209795,4.574890,-2.414590,0.209795
4.340316,-1.726989,0.205558,4.730973,-3.115542,0.205558,4.536976,-2.425997,0.205558
4.303791,-1.742469,0.211790,4.692130,-3.125972,0.211790,4.498882,-2.437504,0.211790
4.270224,-1.754427,0.207714,4.658161,-3.131795,0.207714,4.465460,-2.447610,0.207714
4.229958,-1.767254,0.203479,4.624622,-3.141216,0.203479,4.428610,-2.458831,0.203479
4.186068,-1.783472,0.203540,4.584756,-3.149606,0.203540,4.386922,-2.471713,0.203540
4.152973,-1.798904,0.199200,4.557115,-3.151379,0.199200,4.356884,-2.481301,0.199200
4.120165,-1.812654,0.205658,4.519719,-3.157921,0.205658,4.322123,-2.492630,0.205658
4.086916,-1.824118,0.201634,4.488914,-3.168028,0.201634,4.289905,-2.502727,0.201634
4.041486,-1.847626,0.197766,4.457342,-3.179290,0.197766,4.250127,-2.515742,0.197766
4.007400,-1.858035,0.200826,4.418472,-3.190619,0.200826,4.214051,-2.527941,0.200826
3.979632,-1.867379,0.196517,4.381415,-3.194890,0.196517,4.182642,-2.538134,0.196517
3.943042,-1.886156,0.192156,4.342734,-3.207046,0.192156,4.144113,-2.550649,0.192156
3.912210,-1.903282,0.193595,4.309237,-3.218078,0.193595,4.110939,-2.561395,0.193595
3.888602,-1.910719,0.189473,4.286928,-3.229927,0.189473,4.087457,-2.569303,0.189473
3.857461,-1.922371,0.194363,4.246574,-3.243322,0.194363,4.051449,-2.580918,0.194363
3.836533,-1.935797,0.190638,4.207590,-3.251947,0.190638,4.021082,-2.590397,0.190638
3.808915,-1.947709,0.185983,4.172142,-3.259656,0.185983,3.989493,-2.599942,0.185983
3.784686,-1.947764,0.191627,4.143601,-3.272011,0.191627,3.963590,-2.607847,0.191627
3.745374,-1.963489,0.187951,4.112377,-3.277752,0.187951,3.928174,-2.618110,0.187951
3.702496,-1.979793,0.188514,4.077102,-3.291771,0.188514,3.888269,-2.630424,0.188514
3.672762,-1.987273,0.184414,4.044399,-3.303017,0.184414,3.857108,-2.639931,0.184414
3.632145,-1.993150,0.185748,4.013026,-3.307333,0.185748,3.822664,-2.650514,0.185748
3.592859,-2.008136,0.181690,3.979044,-3.315293,0.181690,3.786051,-2.662052,0.181690
3.551458,-2.019916,0.178089,3.951627,-3.323865,0.178089,3.751879,-2.672986,0.178089
3.499740,-2.034830,0.181634,3.918504,-3.337841,0.181634,3.709376,-2.687125,0.181634
3.454984,-2.050370,0.177633,3.874426,-3.354529,0.177633,3.664740,-2.702558,0.177633
