x_m,y_m
-3.125139,-12.879291
-3.132296,-12.874299
-3.138171,-12.874918
-3.145939,-12.875495
-3.155910,-12.870909
-3.165135,-12.865232
-3.171514,-12.860939
-3.182125,-12.849677
-3.193429,-12.836112
-3.207279,-12.821272
-3.221031,-12.804623
-3.237702,-12.782635
-3.255580,-12.757242
-3.271963,-12.733167
-3.288517,-12.708079
-3.308917,-12.676437
-3.325658,-12.650650
-3.342864,-12.616623
-3.359063,-12.581577
-3.376694,-12.543842
-3.394089,-12.502698
-3.409394,-12.461147
-3.426519,-12.421514
-3.446357,-12.373389
-3.463273,-12.328834
-3.480369,-12.277067
-3.494620,-12.237079
-3.508470,-12.192252
-3.520994,-12.148141
-3.534865,-12.113554
-3.547493,-12.070529
-3.558021,-12.023502
-3.564412,-11.985249
-3.572275,-11.937179
-3.582616,-11.894254
-3.593351,-11.839016
-3.603665,-11.781537
-3.617322,-11.724753
-3.627858,-11.662588
-3.639077,-11.609686
-3.649923,-11.557175
-3.666160,-11.487838
-3.680817,-11.426163
-3.692226,-11.366479
-3.703218,-11.315240
-3.713734,-11.273264
-3.719682,-11.231876
-3.726758,-11.191021
-3.732404,-11.137627
-3.743685,-11.065733
-3.749292,-11.012220
-3.754969,-10.960906
-3.760413,-10.909967
-3.765856,-10.859948
-3.771260,-10.808007
-3.776768,-10.755668
-3.786080,-10.674601
-3.796744,-10.603642
-3.801442,-10.555084
-3.806523,-10.506399
-3.811508,-10.453377
-3.816899,-10.393890
-3.822290,-10.336084
-3.827763,-10.274836
-3.833159,-10.208741
-3.833938,-10.172370
-3.837098,-10.128270
-3.837410,-10.088130
-3.837585,-10.043228
-3.837769,-9.992612
-3.837854,-9.943866
-3.837948,-9.891667
-3.838257,-9.835703
-3.838601,-9.784545
-3.839016,-9.730135
-3.836627,-9.679007
-3.837570,-9.618273
-3.838401,-9.557385
-3.839185,-9.501828
-3.839089,-9.441254
-3.838991,-9.380812
-3.838698,-9.324099
-3.838341,-9.264872
-3.837717,-9.204334
-3.837121,-9.148800
-3.836243,-9.093165
-3.835380,-9.037678
-3.834689,-8.978425
-3.834732,-8.924480
-3.834972,-8.874537
-3.835149,-8.826150
-3.835426,-8.770461
-3.835789,-8.717233
-3.831812,-8.661382
-3.827591,-8.602960
-3.823347,-8.547584
-3.818962,-8.490269
-3.818506,-8.432829
-3.813010,-8.368450
-3.807506,-8.300359
-3.801714,-8.238769
-3.795904,-8.175211
-3.794396,-8.113565
-3.793319,-8.055109
-3.792221,-7.993564
-3.791251,-7.937628
-3.786407,-7.876420
-3.792359,-7.812319
-3.798191,-7.748400
-3.804341,-7.685527
-3.810490,-7.628081
-3.816698,-7.576816
-3.816384,-7.521573
-3.815694,-7.471802
-3.815237,-7.422393
-3.814276,-7.378073
-3.807767,-7.344705
-3.801305,-7.313492
-3.794612,-7.266653
-3.787827,-7.203556
-3.781134,-7.133468
-3.779462,-7.066554
-3.778866,-6.993178
-3.779161,-6.925661
-3.780061,-6.858421
-3.780523,-6.785346
-3.781067,-6.713681
-3.781691,-6.659628
-3.782341,-6.618119
-3.782751,-6.576921
-3.784500,-6.538787
-3.785503,-6.501055
-3.785232,-6.458256
-3.784815,-6.415625
-3.784396,-6.366083
-3.784092,-6.309442
-3.783899,-6.248899
-3.783608,-6.185399
-3.783594,-6.121419
-3.783563,-6.053869
-3.783610,-5.987031
-3.783767,-5.919285
-3.783815,-5.851009
-3.783891,-5.790409
-3.783976,-5.734934
-3.784028,-5.680423
-3.784772,-5.627977
-3.785585,-5.574627
-3.786466,-5.519275
-3.787613,-5.463840
-3.788694,-5.408447
-3.789901,-5.352991
-3.796423,-5.294693
-3.802882,-5.232863
-3.809223,-5.175677
-3.815036,-5.123096
-3.815164,-5.064759
-3.815365,-5.003835
-3.820260,-4.965510
-3.820103,-4.904138
-3.820481,-4.843243
-3.815524,-4.787855
-3.810523,-4.733624
-3.805548,-4.675359
-3.800535,-4.611379
-3.801052,-4.550170
-3.801422,-4.494316
-3.802130,-4.418905
-3.807627,-4.355863
-3.812827,-4.295670
-3.818047,-4.232921
-3.822403,-4.173618
-3.826311,-4.115511
-3.830084,-4.054322
-3.831411,-3.998544
-3.832874,-3.937642
-3.828940,-3.873592
-3.825377,-3.822084
-3.824510,-3.766326
-3.823772,-3.712554
-3.823577,-3.657698
-3.823868,-3.602440
-3.824254,-3.545919
-3.826742,-3.490742
-3.829102,-3.440552
-3.830522,-3.388185
-3.831127,-3.330616
-3.828782,-3.268649
-3.828792,-3.216074
-3.830090,-3.154885
-3.830086,-3.092694
-3.830172,-3.032930
-3.830339,-2.971830
-3.830485,-2.910524
-3.831678,-2.846644
-3.833506,-2.788016
-3.835205,-2.735109
-3.832319,-2.667984
-3.828464,-2.610004
-3.828421,-2.545849
-3.828287,-2.486723
-3.828377,-2.423242
-3.828509,-2.362320
-3.828598,-2.306045
-3.828457,-2.245137
-3.828436,-2.182768
-3.828379,-2.121998
-3.828142,-2.063860
-3.827870,-2.011773
-3.827779,-1.958259
-3.827637,-1.907721
-3.827552,-1.850931
-3.827468,-1.799994
-3.827444,-1.750524
-3.822314,-1.693599
-3.819587,-1.637965
-3.816756,-1.578883
-3.811371,-1.520818
-3.805896,-1.463069
-3.800552,-1.410746
-3.795191,-1.368129
-3.789257,-1.327099
-3.783545,-1.291122
-3.783373,-1.267304
-3.781304,-1.250606
-3.779578,-1.236544
-3.771208,-1.223505
-3.755623,-1.202726
-3.731886,-1.166145
-3.706450,-1.126771
-3.680439,-1.085811
-3.654344,-1.045163
-3.627118,-1.005599
-3.601099,-0.963760
-3.575003,-0.924603
-3.554509,-0.889401
-3.540727,-0.864726
-3.534528,-0.856516
-3.529650,-0.851000
-3.525920,-0.845485
-3.522273,-0.841129
-3.514538,-0.836061
-3.507227,-0.831510
-3.499696,-0.827569
-3.492255,-0.823300
-3.486335,-0.820283
-3.476386,-0.817535
-3.463278,-0.813861
-3.446935,-0.809708
-3.426222,-0.804982
-3.399260,-0.800367
-3.364594,-0.795413
-3.328666,-0.789450
-3.284889,-0.784287
-3.239706,-0.777594
-3.198398,-0.771309
-3.153156,-0.766182
-3.107394,-0.761337
-3.060652,-0.756085
-3.013791,-0.753640
-2.969089,-0.750200
-2.920001,-0.747779
-2.868772,-0.744337
-2.815519,-0.742625
-2.754600,-0.740883
-2.692762,-0.735384
-2.632395,-0.730075
-2.577141,-0.725684
-2.521866,-0.720294
-2.466020,-0.716156
-2.413691,-0.711630
-2.366738,-0.707395
-2.313225,-0.702776
-2.262097,-0.698402
-2.212994,-0.697611
-2.157759,-0.697107
-2.097014,-0.696604
-2.041905,-0.696397
-1.987481,-0.696062
-1.929174,-0.696154
-1.865805,-0.695992
-1.810814,-0.695586
-1.756474,-0.695510
-1.697651,-0.695276
-1.641134,-0.694578
-1.584292,-0.694125
-1.523231,-0.693311
-1.461560,-0.692951
-1.400738,-0.692647
-1.338771,-0.688092
-1.276460,-0.683602
-1.208645,-0.678784
-1.151679,-0.674162
-1.100450,-0.669584
-1.039858,-0.664821
-0.982218,-0.659640
-0.922378,-0.654589
-0.867921,-0.649460
-0.820063,-0.649004
-0.767662,-0.648672
-0.719355,-0.648283
-0.658976,-0.647865
-0.592496,-0.647393
-0.531008,-0.646657
-0.472090,-0.646317
-0.416356,-0.645056
-0.356928,-0.644186
-0.298695,-0.643008
-0.241280,-0.643437
-0.189446,-0.643241
-0.136996,-0.645884
-0.085589,-0.645947
-0.036334,-0.650699
0.013731,-0.651190
0.065045,-0.656684
0.114310,-0.657152
0.163527,-0.662609
0.218306,-0.661731
0.283977,-0.662311
0.342381,-0.665315
0.401117,-0.671043
0.462798,-0.672434
0.519386,-0.678098
0.575229,-0.679249
0.640634,-0.684437
0.769295,-0.690858
