v_x,v_y,omega,delta
2.747934166048185,-0.17273208607294172,0.586448454937472,0.11670159952186535
2.743277203968221,-0.16597126175699897,0.5861094781087887,0.11672458497856222
2.738958736047699,-0.1594705651613038,0.5858106129862499,0.11683097630613734
2.735413333202328,-0.15346184787546857,0.5855976289399486,0.11701754494781023
2.7330762736393863,-0.14813887253543367,0.5855105461271254,0.11727115718350038
2.732362733847995,-0.053462546729130214,0.5855808332118982,0.10431744101674105
2.7336353085841427,-0.049826526248501396,0.5858294798926,0.10224193269142084
2.737164089946519,-0.04705700082878747,0.5862659591161519,0.10026933290606896
2.7430912803017566,-0.04507382363576519,0.5868881045966565,0.09848879800065773
2.7514112824983425,-0.04373460906480095,0.5876829626448737,0.0969681932955574
2.761972245184054,-0.04285908671177491,0.588628653871376,0.0957489486782289
2.774500719677064,-0.042259812222554094,0.5896971141705311,0.0948447217180621
2.788645236061372,-0.04177113326295756,0.5908573403711059,0.09424307220990863
2.804028995549703,-0.0412688534118775,0.5920786386201988,0.09390916455309226
2.820300863858914,-0.040677745954924294,0.5933334282614936,0.09379075069270428
2.837176098980428,-0.039969420438169465,0.5945992889603009,0.0938240069700614
2.8544608777072797,-0.039155221342378796,0.5958600757118687,0.09394006146834459
2.8720580323341194,-0.0382779510227699,0.5971060691612895,0.09407185010504965
2.8899552751915794,-0.037404357225261795,0.5983332667075102,0.09416040173004772
2.9081999419586833,-0.036618878119288434,0.5995420173849911,0.09415941471239864
2.9268660503163373,-0.03601828353495595,0.6007352699209607,0.0940375031079451
2.9460208800470586,-0.03570600169823318,0.6019167451897182,0.09377835482158121
2.9656983531108256,-0.03578404538120336,0.6030893294055193,0.09337934279330161
2.9858841101619946,-0.036340855127771465,0.6042539008269006,0.09284891760153866
3.006512810890499,-0.037435891899397056,0.6054086769235799,0.0922032383955463
3.027474449258259,-0.039084952731907416,0.606549068951053,0.09146292244077098
3.04862604274165,-0.041251526430998706,0.607667994373604,0.09065066002922069
3.0698067024360194,-0.043848018671067565,0.6087565525748233,0.08978965199322822
3.090854324314298,-0.0467472043602906,0.6098048751294349,0.08890231360470623
3.111621004580626,-0.04980089263857765,0.6108029226220415,0.08800902682483373
3.131984543452856,-0.05286125364997857,0.6117410902550874,0.08712724262465533
3.1518552632706336,-0.05580043374488092,0.6126106208733247,0.0862711615013522
3.1711787998699013,-0.05852491642536728,0.6134039083517346,0.0854518321490041
3.1899358841837744,-0.06098233902255122,0.6141147928536126,0.0846774004370058
3.2081402084223676,-0.06316029721062805,0.6147389265488348,0.0839534023475211
3.225835378051309,-0.06507859655006588,0.6152742430756534,0.08328305907054304
3.243091147878144,-0.06677781308927579,0.615721470574858,0.08266745398485109
3.259998257875262,-0.06830758781129184,0.616084510624098,0.08210552936578502
3.2766613017028043,-0.06971785123783734,0.6163704903487681,0.08159402015148602
3.29318955857794,-0.0710552636996419,0.6165893913152253,0.08112752102428404
3.309685723796017,-0.07236532960763357,0.6167532505808843,0.08069884376033602
3.3262328262569114,-0.07369810888430961,0.6168750069400315,0.0802996905872137
3.3428808657861713,-0.07511351268550441,0.616967156134275,0.07992148457414565
3.359635708890798,-0.07668209275507504,0.6170404267796875,0.0795561125764997
3.3764528699190812,-0.07847898991725996,0.6171026847041055,0.07919646161223398
3.393238452507467,-0.08057128902041577,0.6171582608222254,0.07883683010957043
3.409858864883439,-0.08300130583797816,0.617207840417493,0.07847333697052693
3.426159619295792,-0.08576956438045723,0.6172488933789044,0.0781043379353961
3.4419913535579267,-0.08882150689956075,0.6172764448760283,0.07773071380131966
3.457238653297918,-0.09204174287123766,0.6172839441343233,0.07735580482982972
3.471845971951896,-0.09525850159493085,0.617264088082568,0.07698478751044363
3.4858358240104925,-0.09825849433155087,0.6172095384148665,0.07662337693771508
3.499316179192335,-0.10080964247438105,0.6171134716430438,0.07627594072320265
3.5124755390175304,-0.10268768094922494,0.6169699058200767,0.0759435109021072
3.5255659009162623,-0.10370285022905529,0.6167738287148076,0.07562240660597801
3.5388756813012723,-0.10372375538637182,0.6165212539798786,0.07530382907108493
3.5526959176445505,-0.10269609121332487,0.6162093087805862,0.07497427634001054
3.5672834669955034,-0.1006543974444834,0.6158363282923179,0.07461657812542712
3.5828249717970073,-0.09772563843502219,0.6154019072683558,0.07421157255929668
3.599405931344712,-0.09412390888710422,0.6149069578488804,0.0737404114718415
3.616990298698798,-0.09013603140782374,0.6143538282300903,0.07318719762041791
3.6354161143142623,-0.08609889088651028,0.6137463942501654,0.07254145826245853
3.6544106618030607,-0.08237048369032338,0.6130899549027091,0.0718000356305882
3.6736246463504303,-0.07929704868026842,0.612390865316568,0.07096822909079072
3.692680292414647,-0.07717915784419874,0.6116559761219726,0.07006017415075808
3.7112256887301136,-0.07624058810551405,0.6108919511623521,0.06909836069768598
3.7289876124718138,-0.07660405686817458,0.6101044897887313,0.06811209773985359
3.7458146130050545,-0.07827728324325474,0.6092975378330172,0.0671349161716163
3.761701507200151,-0.08115180844304214,0.6084726640148366,0.06620130935356833
3.7767890795526773,-0.08501549569098792,0.6076287768265269,0.06534346977722687
3.7913385392644057,-0.08957752937194391,0.6067622970148906,0.0645885171177811
3.805685894043747,-0.0945022113265285,0.6058678176558071,0.06395631138332368
3.8201854321242763,-0.09944567007772821,0.6049391399943341,0.06345778370287083
3.835153984106086,-0.10408908261128322,0.6039704327678247,0.06309391303622594
3.8508276594298403,-0.10816364536663699,0.6029572471335146,0.06285562546913957
3.8673394177739087,-0.11146551805518581,0.6018972175126948,0.0627247470593625
