right_bound_x,right_bound_y,right_bound_z,left_bound_x,left_bound_y,left_bound_z,center_x,center_y,center_z
3.638341,-6.425265,0.548882,2.356874,-6.277167,0.548882,2.825950,-6.338530,0.548882
3.662766,-6.145283,0.578482,2.389512,-6.063921,0.578482,2.869003,-6.094050,0.578482
3.673413,-5.865672,0.594264,2.407282,-5.829208,0.594264,2.911551,-5.848103,0.594264
3.680315,-5.608961,0.599584,2.411591,-5.596300,0.599584,2.945840,-5.600112,0.599584
3.681236,-5.356026,0.599022,2.412283,-5.346282,0.599022,2.981175,-5.352273,0.599022
3.681769,-5.109194,0.599044,2.410951,-5.099939,0.599044,3.017512,-5.104899,0.599044
3.682037,-4.856122,0.599026,2.412334,-4.854302,0.599026,3.019892,-4.854202,0.599026
3.681274,-4.602524,0.599409,2.409745,-4.612330,0.599409,3.031852,-4.603925,0.599409
3.681084,-4.349207,0.599022,2.411870,-4.358513,0.599022,3.042053,-4.353520,0.599022
3.681554,-4.102775,0.599038,2.410522,-4.117093,0.599038,3.053418,-4.103522,0.599038
3.681457,-3.849704,0.599538,2.409493,-3.843020,0.599538,3.042683,-3.853619,0.599538
3.680875,-3.603201,0.598994,2.407248,-3.602783,0.598994,3.040329,-3.603112,0.598994
3.680182,-3.350984,0.598996,2.406507,-3.343041,0.598996,3.036580,-3.353046,0.598996
3.681068,-3.103976,0.599032,2.405183,-3.109094,0.599032,3.031664,-3.102807,0.599032
3.682028,-2.851991,0.598996,2.406190,-2.842498,0.598996,3.026541,-2.852565,0.598996
3.683248,-2.603578,0.598989,2.411448,-2.595503,0.598989,3.020733,-2.601965,0.598989
3.682506,-2.350420,0.593078,2.414252,-2.349023,0.593078,3.016340,-2.350859,0.593078
3.681470,-2.100381,0.568139,2.412686,-2.110074,0.568139,3.000051,-2.101889,0.568139
3.681341,-1.847262,0.534680,2.407041,-1.849958,0.534680,2.986610,-1.853719,0.534680
3.681613,-1.600895,0.499729,2.403252,-1.604422,0.499729,2.972895,-1.605817,0.499729
3.681838,-1.356005,0.464838,2.403767,-1.351000,0.464838,2.958291,-1.358178,0.464838
3.681915,-1.109706,0.430119,2.404842,-1.110932,0.430119,2.941463,-1.111110,0.430119
3.681952,-0.862790,0.395646,2.408378,-0.849707,0.395646,2.922938,-0.863921,0.395646
3.682480,-0.609782,0.360703,2.408456,-0.602314,0.360703,2.904694,-0.615781,0.360703
3.682633,-0.356639,0.325905,2.409144,-0.349303,0.325905,2.920719,-0.368652,0.325905
3.682230,-0.109559,0.291012,2.407630,-0.119519,0.291012,2.928752,-0.120532,0.291012
3.681956,0.130897,0.256433,2.407967,0.126763,0.256433,2.935595,0.128033,0.256433
3.682019,0.371181,0.221139,2.409066,0.366935,0.221139,2.943997,0.376035,0.221139
3.682762,0.623553,0.186195,2.412240,0.630770,0.186195,2.950574,0.624207,0.186195
3.683269,0.882536,0.160078,2.416301,0.878047,0.160078,2.956198,0.873898,0.160078
3.683266,1.135964,0.149695,2.418935,1.131036,0.149695,2.960720,1.131657,0.149695
3.683310,1.382595,0.149064,2.417349,1.377513,0.149064,2.965729,1.381798,0.149064
3.683344,1.636558,0.148994,2.416050,1.630992,0.148994,2.970142,1.634539,0.148994
3.683458,1.883252,0.149000,2.414188,1.884317,0.149000,2.975067,1.885479,0.149000
3.682208,2.137696,0.149008,2.414909,2.137729,0.149008,2.979459,2.136471,0.149008
3.681267,2.377923,0.148991,2.415003,2.384361,0.148991,2.983546,2.386958,0.148991
3.680453,2.631657,0.149194,2.415733,2.631114,0.149194,2.987181,2.637315,0.149194
3.680990,2.884129,0.149231,2.415809,2.884411,0.149231,2.990500,2.888047,0.149231
3.680986,3.097406,0.148991,2.416026,3.137918,0.148991,2.994165,3.139005,0.148991
3.683530,3.224035,0.149795,2.416851,3.391262,0.149795,2.997654,3.389685,0.149795
3.687078,3.265867,0.149319,2.417778,3.624561,0.149319,3.002315,3.640142,0.149319
3.757589,3.272226,0.148882,2.415416,3.890448,0.148882,3.009058,3.890062,0.148882
4.042584,3.975436,0.147283,2.417185,4.161875,0.147283,3.016672,4.140378,0.147283
4.304610,4.710060,0.141966,2.425515,4.434896,0.141966,3.016724,4.390424,0.141966
4.480418,5.476996,0.139392,2.433690,4.648500,0.139392,3.016404,4.641059,0.139392
4.413192,5.592760,0.138988,2.428869,4.843976,0.138988,3.016658,4.891505,0.138988
4.354396,5.719809,0.138994,2.409762,5.070956,0.138994,3.016923,5.141546,0.138994
4.297289,5.859707,0.139050,2.389150,5.327697,0.139050,3.018152,5.391627,0.139050
4.249871,6.014517,0.139017,2.365415,5.581098,0.139017,3.012873,5.641640,0.139017
4.197379,6.211214,0.138992,2.338159,5.801256,0.138992,2.953517,5.884990,0.138992
4.144722,6.431327,0.139012,2.300864,6.013539,0.139012,2.916570,6.132514,0.139012
4.077399,6.710691,0.139064,2.256456,6.217420,0.139064,2.880412,6.380317,0.139064
3.987238,7.010631,0.139194,2.202266,6.417199,0.139194,2.843474,6.627958,0.139194
3.864429,7.344061,0.139003,2.132153,6.608187,0.139003,2.728504,6.850312,0.139003
3.710608,7.664968,0.138987,2.050184,6.783357,0.138987,2.629302,7.080584,0.138987
3.521347,7.983649,0.139080,1.954344,6.945691,0.139080,2.481291,7.282504,0.139080
3.296384,8.285148,0.139002,1.850196,7.087331,0.139002,2.334920,7.485774,0.139002
3.040554,8.560018,0.138992,1.730708,7.223130,0.138992,2.191938,7.691506,0.138992
2.769336,8.795216,0.138993,1.597276,7.339374,0.138993,2.038577,7.889304,0.138993
2.491217,8.999578,0.139067,1.453521,7.440893,0.139067,1.888656,8.090251,0.139067
2.212266,9.167987,0.139109,1.301002,7.529828,0.139109,1.697502,8.252473,0.139109
1.924986,9.317025,0.139159,1.138321,7.615688,0.139159,1.513765,8.422538,0.139159
1.644761,9.435330,0.138993,0.981156,7.683793,0.138993,1.290091,8.534719,0.138993
1.304512,9.541315,0.139004,0.838643,7.734548,0.139004,1.079499,8.670628,0.139004
0.956650,9.601686,0.139062,0.714602,7.759034,0.139062,0.835590,8.727904,0.139062
0.613739,9.632379,0.138991,0.560724,7.768504,0.138991,0.593185,8.791657,0.138991
0.340544,9.629042,0.139014,0.359562,7.764992,0.139014,0.346626,8.835439,0.139014
0.089264,9.625627,0.138989,0.112326,7.759896,0.138989,0.099697,8.879255,0.138989
-0.162363,9.622939,0.139104,-0.141356,7.756120,0.139104,-0.150533,8.882137,0.139104
-0.409184,9.618725,0.139561,-0.385058,7.753791,0.139561,-0.400830,8.891306,0.139561
-0.656184,9.615974,0.139617,-0.625317,7.751680,0.139617,-0.650002,8.864969,0.139617
-0.905812,9.612188,0.139290,-0.872111,7.745937,0.139290,-0.899393,8.838236,0.139290
-1.168359,9.610308,0.138991,-1.124969,7.742070,0.138991,-1.148564,8.815808,0.138991
-1.422466,9.603127,0.139031,-1.365522,7.734909,0.139031,-1.400308,8.785549,0.139031
-1.693274,9.589716,0.138997,-1.605236,7.726318,0.138997,-1.649721,8.759604,0.138997
-1.950739,9.577336,0.139021,-1.829341,7.715255,0.139021,-1.898320,8.728542,0.139021
-2.224790,9.559299,0.139347,-2.068347,7.699100,0.139347,-2.146558,8.698291,0.139347
-2.490016,9.538420,0.139737,-2.287027,7.680225,0.139737,-2.395464,8.668401,0.139737
-2.777542,9.494853,0.139500,-2.512183,7.649324,0.139500,-2.643803,8.639233,0.139500
-3.058347,9.449963,0.138997,-2.718974,7.615711,0.138997,-2.892654,8.610740,0.138997
-3.333930,9.389861,0.139172,-2.921279,7.572529,0.139172,-3.136164,8.550781,0.139172
