,s_opt,v_opt,n_opt,chi_opt,ax_opt,ay_opt,jx_opt,jy_opt,laptime
132,26.363355,7.639659,-0.524519,0.007843,-2.268728,6.348425,-4.740544,11.469684,15.510823
133,26.563077,7.578573,-0.520696,0.030874,-2.392967,6.649019,-4.169796,11.312544,15.510823
134,26.762800,7.513893,-0.512091,0.055702,-2.503136,6.947905,-3.546818,11.041697,15.510823
135,26.962522,7.445416,-0.498434,0.079949,-2.598354,7.244332,-2.873709,10.628687,15.510823
136,27.162244,7.372661,-0.479987,0.099706,-2.677610,7.537468,-2.186404,10.161366,15.510823
137,27.361967,7.295646,-0.457719,0.113216,-2.739776,7.826383,-1.508159,9.731774,15.510823
138,27.561689,7.215148,-0.432837,0.122112,-2.783735,8.110038,-0.836291,9.357318,15.510823
139,27.761411,7.132294,-0.406162,0.129563,-2.808515,8.387310,-0.160902,9.006325,15.510823
140,27.961134,7.048113,-0.377855,0.138229,-2.813334,8.657031,0.521999,8.632450,15.510823
141,28.160856,6.963307,-0.347586,0.148931,-2.797554,8.917982,1.208594,8.212784,15.510823
142,28.360579,6.878410,-0.314955,0.161205,-2.760634,9.168870,1.895737,7.758307,15.510823
143,28.560301,6.794109,-0.279667,0.175277,-2.702124,9.408321,2.579907,7.268089,15.510823
144,28.760023,6.711132,-0.241319,0.191475,-2.621703,9.634882,3.253991,6.732805,15.510823
145,28.959746,6.630145,-0.199517,0.209202,-2.519179,9.847013,3.915525,6.157880,15.510823
146,29.159468,6.551915,-0.154009,0.228210,-2.394502,10.043091,4.562297,5.545607,15.510823
147,29.359191,6.477276,-0.104559,0.248725,-2.247797,10.221415,4.880787,5.203029,15.510823
148,29.558913,6.406883,-0.050923,0.270132,-2.089365,10.390307,4.925556,5.090558,15.510823
149,29.758635,6.341137,0.006814,0.290336,-1.928152,10.556920,5.038593,4.876231,15.510823
150,29.958358,6.280450,0.068015,0.307971,-1.762447,10.717286,5.162528,4.622242,15.510823
151,30.158080,6.225265,0.131863,0.322836,-1.592619,10.869341,5.218390,4.413730,15.510823
152,30.357802,6.175915,0.197448,0.334586,-1.421752,11.013861,5.224242,4.262217,15.510823
153,30.557525,6.132691,0.263451,0.340534,-1.252897,11.151621,5.283291,4.129965,15.510823
154,30.757247,6.095980,0.327231,0.334758,-1.087124,11.281207,5.477804,3.955215,15.510823
155,30.956970,6.065979,0.385219,0.312712,-0.923667,11.399230,5.820825,3.669648,15.510823
156,31.156692,6.042447,0.434338,0.273371,-0.761059,11.501744,6.222060,3.297712,15.510823
157,31.356414,6.024782,0.472674,0.217876,-0.599489,11.587376,6.172390,3.423266,15.510823
158,31.556137,6.012043,0.499550,0.149694,-0.449583,11.670516,5.888186,3.632928,15.510823
159,31.755859,6.003226,0.515093,0.073152,-0.313516,11.754467,6.131955,2.570378,15.510823
160,31.955582,5.997729,0.519521,-0.008158,-0.175730,11.812224,6.139951,1.400037,15.510823
161,32.155304,5.995330,0.512884,-0.089837,-0.037741,11.843688,5.874433,0.219001,15.510823
162,32.355026,5.996042,0.494971,-0.165570,0.098905,11.848782,5.412010,-0.885968,15.510823
163,32.554749,6.000134,0.465655,-0.230151,0.232556,11.826903,4.878548,-1.887991,15.510823
164,32.754471,6.007972,0.425296,-0.282385,0.361320,11.777072,4.331083,-2.801759,15.510823
165,32.954193,6.019834,0.374716,-0.323531,0.483019,11.698345,4.234734,-2.924364,15.510823
166,33.153916,6.036064,0.314926,-0.355160,0.608901,11.611415,4.200944,-2.911401,15.510823
167,33.353638,6.057169,0.247015,-0.377491,0.740327,11.520333,4.127596,-2.893400,15.510823
168,33.553361,6.083701,0.172503,-0.385741,0.875847,11.425334,4.051014,-2.900207,15.510823
169,33.753083,6.115846,0.095165,-0.374685,1.013684,11.326654,4.027972,-2.940311,15.510823
170,33.952805,6.153147,0.020287,-0.348189,1.152409,11.225388,3.993675,-3.037593,15.510823
171,34.152528,6.195023,-0.048784,-0.316376,1.289389,11.121201,3.865827,-3.184223,15.510823
172,34.352250,6.241216,-0.111733,-0.287939,1.421151,11.012671,3.635171,-3.343826,15.510823
173,34.551973,6.291647,-0.169871,-0.265739,1.544774,10.898956,3.348093,-3.498074,15.510823
174,34.751695,6.345982,-0.224158,-0.246322,1.658361,10.780281,3.136034,-3.544954,15.510823
175,34.951417,6.403564,-0.274321,-0.225218,1.763894,10.660987,3.166394,-3.294904,15.510823
176,35.151140,6.463988,-0.319706,-0.202022,1.869217,10.551389,3.376733,-2.807476,15.510823
177,35.350862,6.527252,-0.360043,-0.178044,1.980208,10.459109,3.607509,-2.266845,15.510823
178,35.550584,6.593406,-0.395181,-0.153523,2.097266,10.385553,3.516330,-2.025767,15.510823
179,35.750307,6.662399,-0.425066,-0.129013,2.209916,10.320656,3.184550,-1.982615,15.510823
180,35.950029,6.734078,-0.449915,-0.105899,2.310900,10.257785,2.790617,-1.959578,15.510823
181,36.149752,6.808147,-0.470177,-0.085065,2.398679,10.196147,2.273532,-2.035896,15.510823
182,36.349474,6.884025,-0.486266,-0.066093,2.469550,10.132684,1.633274,-2.209143,15.510823
183,36.549196,6.961082,-0.498514,-0.048920,2.519998,10.064449,1.016173,-2.328168,15.510823
184,36.748919,7.038868,-0.507404,-0.034440,2.551172,9.993026,0.662703,-2.165750,15.510823
185,36.948641,7.117072,-0.513583,-0.023384,2.571406,9.926899,0.734217,-1.582305,15.510823
186,37.148364,7.195463,-0.517738,-0.015226,2.593693,9.878869,0.884834,-0.927850,15.510823
187,37.348086,7.273695,-0.520246,-0.007751,2.620246,9.851025,0.941859,-0.365369,15.510823
188,37.547808,7.351566,-0.521047,0.000470,2.648088,9.840224,0.931947,0.131945,15.510823
189,37.747531,7.429238,-0.520043,0.008728,2.675284,9.844075,0.690825,0.401222,15.510823
190,37.947253,7.506828,-0.517358,0.015911,2.695245,9.855668,0.109761,0.333733,15.510823
191,38.146975,7.584112,-0.513289,0.021398,2.698391,9.865232,-0.448811,0.276631,15.510823
192,38.346698,7.660608,-0.508212,0.025274,2.685637,9.873093,-0.985890,0.229161,15.510823
193,38.546420,7.735721,-0.502397,0.028450,2.657921,9.879535,-1.501939,0.189713,15.510823
