right_bound_x,right_bound_y,right_bound_z,left_bound_x,left_bound_y,left_bound_z,center_x,center_y,center_z
-2.498979,-1.625277,0.128987,-2.507058,-2.981993,0.128987,-2.499218,-2.305253,0.128987
-2.740468,-1.625050,0.128986,-2.752258,-2.980216,0.128986,-2.749051,-2.295643,0.128986
-2.994118,-1.622995,0.129033,-3.005607,-2.978420,0.129033,-2.999930,-2.291771,0.129033
-3.248035,-1.622755,0.128982,-3.252020,-2.978315,0.128982,-3.250552,-2.286441,0.128982
-3.474401,-1.626283,0.128981,-3.506690,-2.983234,0.128981,-3.501200,-2.281877,0.128981
-3.744728,-1.631518,0.128986,-3.753226,-2.985514,0.128986,-3.751379,-2.277317,0.128986
-3.971484,-1.636935,0.128986,-4.012991,-2.987882,0.128986,-4.001387,-2.272717,0.128986
-4.243342,-1.632599,0.129028,-4.259345,-2.984436,0.129028,-4.252258,-2.268495,0.129028
-4.465808,-1.627065,0.128984,-4.520088,-2.982596,0.128984,-4.502964,-2.264374,0.128984
-4.722258,-1.612403,0.128994,-4.786828,-2.975144,0.128994,-4.753238,-2.260170,0.128994
-4.955335,-1.603349,0.128995,-5.086311,-2.949322,0.128995,-5.004109,-2.254274,0.128995
-5.208264,-1.583849,0.128996,-5.364502,-2.908009,0.128996,-5.253887,-2.237188,0.128996
-5.461884,-1.572742,0.128984,-5.638129,-2.854153,0.128984,-5.504260,-2.224427,0.128984
-5.722355,-1.555348,0.128987,-5.912024,-2.789836,0.128987,-5.753455,-2.197838,0.128987
-5.936203,-1.545695,0.129007,-6.199892,-2.700907,0.129007,-5.993089,-2.125983,0.129007
-6.112061,-1.520683,0.129032,-6.470556,-2.588872,0.129032,-6.233747,-2.055698,0.129032
-6.249295,-1.475322,0.128983,-6.744381,-2.450644,0.128983,-6.457705,-1.941982,0.128983
-6.379147,-1.407140,0.129011,-6.999754,-2.286202,0.129011,-6.685199,-1.835457,0.129011
-6.483490,-1.316229,0.128998,-7.257578,-2.082570,0.128998,-6.893714,-1.696625,0.128998
-6.564006,-1.229442,0.128998,-7.477456,-1.821026,0.128998,-7.075784,-1.523940,0.128998
-6.623748,-1.104817,0.129010,-7.663184,-1.533008,0.129010,-7.230625,-1.326552,0.129010
-6.656975,-0.981274,0.128991,-7.790568,-1.225597,0.128991,-7.347101,-1.103980,0.128991
-6.674519,-0.822712,0.129000,-7.854142,-0.924252,0.129000,-7.408411,-0.861255,0.129000
-6.669293,-0.694937,0.129033,-7.862792,-0.590017,0.129033,-7.398046,-0.610671,0.129033
-6.642776,-0.571528,0.129062,-7.820797,-0.269937,0.129062,-7.314419,-0.374175,0.129062
-6.603421,-0.467340,0.129049,-7.729895,0.057446,0.129049,-7.189941,-0.156906,0.129049
-6.550751,-0.381178,0.128984,-7.571336,0.365119,0.128984,-7.092746,0.074279,0.128984
-6.476329,-0.296695,0.129038,-7.352122,0.659692,0.129038,-6.990904,0.303066,0.129038
-6.397214,-0.243765,0.129024,-7.077618,0.894806,0.129024,-6.827614,0.492549,0.129024
-6.297783,-0.202381,0.129021,-6.752583,1.049012,0.129021,-6.615637,0.631126,0.129021
-6.188952,-0.182491,0.129041,-6.431083,1.138787,0.129041,-6.378980,0.713536,0.129041
-6.039194,-0.162115,0.129042,-6.125752,1.169415,0.129042,-6.128278,0.721283,0.129042
-5.847094,-0.145912,0.129022,-5.866345,1.168581,0.129022,-5.887264,0.650283,0.129022
-5.639975,-0.138390,0.128994,-5.620515,1.148711,0.128994,-5.664342,0.534432,0.128994
-5.420597,-0.136587,0.128986,-5.380780,1.129701,0.128986,-5.435379,0.432834,0.128986
-5.207623,-0.135520,0.129007,-5.125566,1.103280,0.129007,-5.203398,0.337346,0.129007
-4.975125,-0.142126,0.129134,-4.885714,1.080244,0.129134,-4.957149,0.292903,0.129134
-4.730199,-0.152744,0.128986,-4.628544,1.053710,0.128986,-4.707695,0.311546,0.128986
-4.491312,-0.168648,0.128993,-4.408619,1.037542,0.128993,-4.457299,0.300692,0.128993
-4.257295,-0.185587,0.128990,-4.156883,1.023659,0.128990,-4.207115,0.288896,0.128990
-4.034356,-0.213310,0.129003,-3.914008,1.010824,0.129003,-3.955678,0.276336,0.129003
-3.798963,-0.244723,0.129002,-3.657976,0.994484,0.129002,-3.705449,0.264024,0.129002
-3.566914,-0.283983,0.128995,-3.401834,0.977645,0.128995,-3.455185,0.251567,0.128995
-3.333689,-0.330783,0.128996,-3.148898,0.960292,0.128996,-3.205098,0.238300,0.128996
-3.077356,-0.390033,0.129010,-2.870076,0.932018,0.129010,-2.955329,0.225002,0.129010
-2.799752,-0.437147,0.129021,-2.633830,0.909891,0.129021,-2.705572,0.211264,0.129021
-2.473174,-0.452901,0.129022,-2.438809,0.897469,0.129022,-2.455420,0.217387,0.129022
-2.123219,-0.422033,0.128992,-2.300477,0.909294,0.128992,-2.216533,0.292792,0.128992
-1.785138,-0.347817,0.129000,-2.152423,0.939521,0.129000,-1.999545,0.417237,0.129000
-1.445511,-0.216030,0.129037,-1.993931,0.996451,0.129037,-1.814698,0.587017,0.129037
-1.134243,-0.035633,0.129004,-1.831233,1.083176,0.129004,-1.662087,0.785452,0.129004
-0.841924,0.159587,0.128988,-1.666466,1.205299,0.128988,-1.489901,0.967306,0.128988
-0.586565,0.381884,0.129014,-1.501619,1.348979,0.129014,-1.316239,1.150583,0.129014
-0.344853,0.626797,0.128986,-1.340541,1.512987,0.128986,-1.159679,1.346735,0.128986
-0.125813,0.895867,0.129010,-1.192767,1.687545,0.129010,-1.012990,1.549442,0.129010
0.071198,1.180858,0.128995,-1.068783,1.874566,0.128995,-0.860629,1.748694,0.128995
0.228378,1.466697,0.128998,-0.964584,2.061477,0.128998,-0.714190,1.952141,0.128998
0.385569,1.831771,0.128993,-0.903514,2.227283,0.128993,-0.608132,2.178564,0.128993
0.469464,2.315891,0.128995,-0.885618,2.360608,0.128995,-0.539049,2.419549,0.128995
0.389553,2.909381,0.129007,-0.914047,2.467676,0.129007,-0.510736,2.668892,0.129007
0.140483,3.435405,0.128991,-0.962189,2.543324,0.128991,-0.552244,2.916359,0.128991
-0.243584,3.778040,0.129048,-1.034601,2.597559,0.129048,-0.675362,3.135369,0.129048
-0.620278,3.936083,0.129062,-1.136189,2.633816,0.129062,-0.858601,3.307080,0.129062
-0.967736,4.009676,0.129126,-1.273207,2.667912,0.129126,-1.084218,3.416619,0.129126
-1.239841,4.042404,0.129023,-1.453998,2.705220,0.129023,-1.313449,3.517828,0.129023
-1.487189,4.067424,0.129011,-1.666912,2.734942,0.129011,-1.541616,3.622609,0.129011
-1.726128,4.097985,0.128989,-1.899519,2.764836,0.128989,-1.771618,3.721542,0.128989
-1.986059,4.131660,0.129057,-2.132485,2.788770,0.129057,-2.008505,3.803123,0.129057
-2.219627,4.163124,0.129002,-2.362611,2.820459,0.129002,-2.258113,3.775835,0.129002
-2.426498,4.190981,0.129038,-2.591915,2.851048,0.129038,-2.486816,3.673671,0.129038
-2.646208,4.221296,0.128993,-2.803688,2.879386,0.128993,-2.707282,3.553407,0.128993
-2.865674,4.248622,0.129016,-3.020294,2.907853,0.129016,-2.942224,3.465903,0.129016
-3.106356,4.275793,0.128996,-3.251798,2.937628,0.128996,-3.193330,3.463879,0.128996
-3.326678,4.303148,0.129011,-3.492079,2.969173,0.129011,-3.434434,3.533228,0.129011
-3.527450,4.331068,0.129059,-3.776463,3.011937,0.129059,-3.651607,3.657702,0.129059
-3.702726,4.373632,0.128986,-4.083129,3.088993,0.128986,-3.883532,3.761274,0.128986
-3.854634,4.432952,0.128987,-4.405179,3.199606,0.128987,-4.113916,3.859585,0.128987
-4.008934,4.514784,0.128988,-4.695721,3.351170,0.128988,-4.341205,3.966838,0.128988
-4.159077,4.609603,0.129068,-4.968315,3.540337,0.129068,-4.542872,4.115661,0.129068
-4.290743,4.718090,0.128986,-5.230986,3.774527,0.128986,-4.715611,4.296659,0.128986
-4.419509,4.847544,0.128998,-5.461755,4.027160,0.128998,-4.855318,4.509842,0.128998
-4.523235,5.006572,0.129001,-5.661673,4.306921,0.129001,-4.959061,4.738289,0.129001
-4.618101,5.181330,0.128990,-5.826584,4.622114,0.128990,-5.079708,4.958093,0.128990
-4.690263,5.359815,0.128992,-5.951424,4.925560,0.128992,-5.201103,5.177100,0.128992
-4.745605,5.525247,0.128987,-6.040397,5.241822,0.128987,-5.322735,5.396876,0.128987
-4.777050,5.708178,0.128988,-6.095814,5.533245,0.128988,-5.419773,5.627796,0.128988
-4.785131,5.874499,0.128993,-6.121249,5.876062,0.128993,-5.479731,5.871326,0.128993
-4.775917,6.049182,0.129029,-6.107915,6.192611,0.129029,-5.494469,6.121177,0.129029
-4.746495,6.195754,0.128986,-6.052370,6.520172,0.128986,-5.464067,6.369344,0.128986
-4.704702,6.351103,0.129000,-5.955582,6.824022,0.129000,-5.385720,6.607907,0.129000
-4.637204,6.493223,0.128982,-5.822337,7.118197,0.128982,-5.263967,6.826372,0.128982
-4.548291,6.633638,0.128989,-5.658199,7.388413,0.128989,-5.103402,7.018372,0.128989
-4.446726,6.763896,0.128983,-5.465255,7.647160,0.128983,-4.909782,7.176684,0.128983
-4.324904,6.894361,0.129032,-5.235597,7.892562,0.129032,-4.715926,7.336544,0.129032
-4.173468,7.019904,0.129047,-4.991229,8.101373,0.129047,-4.528573,7.503706,0.129047
-3.998538,7.143724,0.129087,-4.731603,8.274346,0.129087,-4.333759,7.660965,0.129087
-3.825372,7.237867,0.128988,-4.455217,8.426555,0.128988,-4.111879,7.777350,0.128988
-3.631956,7.332485,0.129010,-4.179709,8.568481,0.129010,-3.889070,7.893336,0.129010
-3.432906,7.408257,0.128985,-3.899826,8.689140,0.128985,-3.671244,8.016249,0.128985
-3.216802,7.487827,0.128998,-3.646142,8.772340,0.128998,-3.453733,8.140036,0.128998
-3.029822,7.534612,0.129002,-3.375443,8.842932,0.129002,-3.235456,8.263613,0.129002
-2.826659,7.581217,0.128986,-3.124782,8.898213,0.128986,-3.017409,8.387651,0.128986
-2.636263,7.611540,0.128986,-2.855980,8.951643,0.128986,-2.788785,8.489386,0.128986
-2.416958,7.643125,0.129010,-2.602296,8.987933,0.129010,-2.547499,8.557390,0.129010
-2.214497,7.664541,0.129011,-2.339461,9.015817,0.129011,-2.298609,8.581947,0.129011
-1.988113,7.686231,0.128995,-2.086127,9.038120,0.128995,-2.049027,8.560046,0.128995
-1.764629,7.701990,0.129016,-1.826124,9.054362,0.129016,-1.798455,8.544453,0.129016
-1.517193,7.717085,0.128996,-1.572832,9.063567,0.128996,-1.547612,8.536073,0.128996
