right_bound_x,right_bound_y,right_bound_z,left_bound_x,left_bound_y,left_bound_z,center_x,center_y,center_z
-3.616746,9.321428,0.138993,-3.121480,7.530189,0.138993,-3.369551,8.460380,0.138993
-3.886041,9.240838,0.139085,-3.320371,7.470420,0.139085,-3.601912,8.367482,0.139085
-4.168903,9.141160,0.139017,-3.507759,7.403621,0.139017,-3.832919,8.269502,0.139017
-4.443529,9.023956,0.139015,-3.685400,7.328479,0.139015,-4.057177,8.158556,0.139015
-4.727782,8.884741,0.139074,-3.851905,7.246234,0.139074,-4.284438,8.054103,0.139074
-5.004708,8.721872,0.139144,-4.012717,7.154070,0.139144,-4.486179,7.905393,0.139144
-5.272632,8.537384,0.139169,-4.164108,7.050724,0.139169,-4.691156,7.762102,0.139169
-5.532470,8.322302,0.138999,-4.298790,6.942301,0.138999,-4.837597,7.558617,0.138999
-5.776340,8.083743,0.138988,-4.420967,6.824290,0.138988,-5.012145,7.378829,0.138988
-6.011848,7.788621,0.139348,-4.525670,6.703457,0.139348,-5.127515,7.156965,0.139348
-6.213613,7.480311,0.139034,-4.609881,6.580571,0.139034,-5.261269,6.945319,0.139034
-6.387859,7.133085,0.138994,-4.680137,6.434978,0.138994,-5.365972,6.717635,0.138994
-6.510989,6.778212,0.139184,-4.733496,6.279236,0.139184,-5.466311,6.487918,0.139184
-6.599954,6.392491,0.138989,-4.777637,6.107362,0.138989,-5.486097,6.238475,0.138989
-6.633547,5.996896,0.138996,-4.798643,5.945918,0.138996,-5.497338,5.983679,0.138996
-6.633078,5.649697,0.138992,-4.799309,5.771453,0.138992,-5.506881,5.733579,0.138992
-6.586503,5.288362,0.139007,-4.780109,5.611735,0.139007,-5.521479,5.483044,0.139007
-6.516235,4.980929,0.138992,-4.744895,5.449124,0.138992,-5.513205,5.232639,0.138992
-6.405252,4.640222,0.139166,-4.693322,5.301495,0.139166,-5.506737,4.982198,0.139166
-6.264633,4.331616,0.139006,-4.622889,5.143980,0.139006,-5.375539,4.768648,0.139006
-6.097737,4.026466,0.139086,-4.545233,5.003719,0.139086,-5.277382,4.538710,0.139086
-5.902124,3.751500,0.138991,-4.456447,4.873446,0.138991,-5.150139,4.323406,0.138991
-5.669265,3.491070,0.139382,-4.353455,4.755510,0.139382,-4.949012,4.174104,0.139382
-5.412224,3.246718,0.139018,-4.237573,4.646579,0.139018,-4.762554,4.007544,0.139018
-5.123793,3.023030,0.139003,-4.107347,4.548583,0.139003,-4.578296,3.838209,0.139003
-4.822179,2.843178,0.138992,-3.971847,4.466783,0.138992,-4.346341,3.744147,0.138992
-4.512153,2.693706,0.139000,-3.821893,4.395435,0.139000,-4.104418,3.679065,0.139000
-4.153324,2.577843,0.139204,-3.668486,4.347963,0.139204,-3.868963,3.594517,0.139204
-3.832948,2.504353,0.138999,-3.489110,4.313630,0.138999,-3.619360,3.578816,0.138999
-3.508535,2.450709,0.139001,-3.275216,4.286935,0.139001,-3.371644,3.539126,0.139001
-3.245267,2.417770,0.138995,-3.034128,4.256215,0.138995,-3.124611,3.497811,0.138995
-2.997269,2.384922,0.139020,-2.787419,4.223888,0.139020,-2.877918,3.456350,0.139020
-2.775188,2.357684,0.139238,-2.544256,4.193055,0.139238,-2.631797,3.390042,0.139238
-2.564192,2.329485,0.138988,-2.304154,4.161556,0.138988,-2.413607,3.266576,0.138988
-2.379273,2.302371,0.138986,-2.061146,4.130884,0.138986,-2.182203,3.169650,0.138986
-2.239203,2.275615,0.139062,-1.837691,4.099787,0.139062,-1.951048,3.073206,0.139062
-2.153063,2.237232,0.139076,-1.618529,4.071871,0.139076,-1.724113,2.966384,0.139076
-2.070928,2.180612,0.139052,-1.408701,4.040970,0.139052,-1.583307,2.758860,0.139052
-2.006809,2.116290,0.139002,-1.215685,4.019385,0.139002,-1.440928,2.552612,0.139002
-1.958407,2.035029,0.139005,-0.612520,3.296199,0.139005,-1.283906,2.357208,0.139005
-1.936013,1.958738,0.138992,-0.144141,2.441864,0.138992,-1.153254,2.143447,0.138992
-1.919583,1.885704,0.139091,0.184884,1.440543,0.139091,-1.071979,1.906836,0.139091
-1.930072,1.815971,0.139067,-0.071296,1.030564,0.139067,-1.065090,1.656790,0.139067
-1.951282,1.747620,0.139002,-0.331943,0.698543,0.139002,-1.173915,1.431155,0.139002
-1.990884,1.663624,0.139035,-0.602131,0.423698,0.139035,-1.328584,1.234701,0.139035
-2.044941,1.599309,0.138998,-0.836152,0.218185,0.138998,-1.531461,1.088293,0.138998
-2.134365,1.531359,0.139026,-1.114423,0.006932,0.139026,-1.739261,0.948603,0.139026
-2.241331,1.476660,0.138997,-1.449792,-0.176903,0.138997,-1.935316,0.792429,0.138997
-2.342422,1.435888,0.138990,-1.861695,-0.335446,0.138990,-2.153367,0.668719,0.138990
-2.429567,1.419165,0.138987,-2.326387,-0.414902,0.138987,-2.392669,0.594482,0.138987
-2.578836,1.430418,0.139012,-2.736595,-0.410536,0.139012,-2.640535,0.561694,0.139012
-2.794311,1.454313,0.138991,-3.070264,-0.367457,0.138991,-2.890980,0.559884,0.138991
-3.060656,1.482485,0.139042,-3.322291,-0.314748,0.139042,-3.140857,0.574088,0.139042
-3.307227,1.501844,0.138990,-3.535258,-0.273046,0.138990,-3.390937,0.572761,0.138990
-3.554367,1.520384,0.138998,-3.779199,-0.227587,0.138998,-3.641292,0.571060,0.138998
-3.800237,1.539442,0.138996,-4.016949,-0.194109,0.138996,-3.891909,0.569618,0.138996
-4.050270,1.558275,0.138988,-4.245684,-0.161360,0.138988,-4.142209,0.580141,0.138988
-4.297833,1.577368,0.138993,-4.448739,-0.141568,0.138993,-4.392960,0.584726,0.138993
-4.550905,1.596619,0.138994,-4.673609,-0.125320,0.138994,-4.643371,0.595272,0.138994
-4.805573,1.616537,0.138990,-4.914720,-0.112712,0.138990,-4.893054,0.616635,0.138990
-5.058460,1.635302,0.138991,-5.161689,-0.107211,0.138991,-5.142611,0.632935,0.138991
-5.306111,1.654985,0.139012,-5.372744,-0.103445,0.139012,-5.392511,0.648831,0.139012
-5.556524,1.674080,0.138986,-5.606307,-0.111215,0.138986,-5.642843,0.665413,0.138986
-5.815434,1.694021,0.139254,-5.845591,-0.124597,0.139254,-5.892969,0.681967,0.139254
-6.149311,1.699083,0.139359,-6.064793,-0.141503,0.139359,-6.143508,0.698526,0.139359
-6.534660,1.663040,0.139572,-6.207893,-0.158256,0.139572,-6.393359,0.707177,0.139572
-6.969990,1.547918,0.139051,-6.309848,-0.185171,0.139051,-6.633883,0.638977,0.139051
-7.368427,1.340748,0.139103,-6.395368,-0.226101,0.139103,-6.819824,0.471138,0.139103
-7.734760,1.043535,0.139074,-6.479097,-0.279996,0.139074,-6.906733,0.236384,0.139074
-8.043247,0.638139,0.139012,-6.547796,-0.360983,0.139012,-7.001954,0.005020,0.139012
-8.266194,0.194299,0.139423,-6.606244,-0.462215,0.139423,-7.115823,-0.218286,0.139423
-8.388936,-0.197917,0.138995,-6.646374,-0.548558,0.138995,-7.229609,-0.441258,0.138995
-8.435924,-0.586865,0.139023,-6.672062,-0.649222,0.139023,-7.420541,-0.521890,0.139023
