s_m,x_m,y_m,z_m,theta_rad,mu_rad,phi_rad,dtheta_radpm,dmu_radpm,dphi_radpm,w_tr_right_m,w_tr_left_m,omega_x_radpm,omega_y_radpm,omega_z_radpm
21.090401,0.332446,-4.987242,0.139148,-3.095270,0.000749,-0.000004,0.059060,-0.001566,-0.000012,-0.864474,0.870193,-0.000056,-0.001567,0.059060
21.140378,0.282525,-4.989626,0.139112,-3.092538,0.000668,-0.000004,0.050258,-0.001648,-0.000007,-0.865862,0.870232,-0.000040,-0.001648,0.050258
21.190355,0.232611,-4.992135,0.139081,-3.090298,0.000585,-0.000004,0.039399,-0.001682,0.000001,-0.867381,0.869948,-0.000022,-0.001682,0.039399
21.240332,0.182702,-4.994742,0.139054,-3.088629,0.000501,-0.000004,0.027370,-0.001672,0.000010,-0.868896,0.870485,-0.000004,-0.001672,0.027370
21.290310,0.132796,-4.997417,0.139031,-3.087561,0.000419,-0.000003,0.015384,-0.001623,0.000015,-0.870402,0.871638,0.000009,-0.001623,0.015384
21.340287,0.082893,-5.000130,0.139012,-3.087069,0.000340,-0.000003,0.004322,-0.001540,0.000016,-0.871952,0.872587,0.000015,-0.001540,0.004322
21.390264,0.032990,-5.002855,0.138997,-3.087095,0.000266,-0.000002,-0.005383,-0.001429,0.000015,-0.873504,0.873565,0.000016,-0.001429,-0.005383
21.440241,-0.016914,-5.005567,0.138985,-3.087570,0.000198,-0.000001,-0.013636,-0.001297,0.000012,-0.875043,0.874532,0.000014,-0.001297,-0.013636
21.490219,-0.066819,-5.008246,0.138977,-3.088426,0.000137,-0.000001,-0.020593,-0.001151,0.000008,-0.876532,0.875583,0.000011,-0.001151,-0.020593
21.540196,-0.116727,-5.010874,0.138971,-3.089604,0.000083,-0.000000,-0.026544,-0.000997,0.000006,-0.877954,0.876736,0.000008,-0.000997,-0.026544
21.590173,-0.166639,-5.013436,0.138968,-3.091060,0.000037,-0.000000,-0.031739,-0.000840,0.000004,-0.879312,0.877945,0.000005,-0.000840,-0.031739
21.640150,-0.216554,-5.015919,0.138967,-3.092760,-0.000001,0.000000,-0.036292,-0.000687,0.000002,-0.880587,0.879228,0.000002,-0.000687,-0.036292
21.690128,-0.266474,-5.018311,0.138968,-3.094670,-0.000032,0.000000,-0.040126,-0.000542,0.000001,-0.881772,0.880625,0.000000,-0.000542,-0.040126
21.740105,-0.316399,-5.020604,0.138970,-3.096745,-0.000056,0.000000,-0.042933,-0.000407,0.000000,-0.882850,0.882011,-0.000002,-0.000407,-0.042933
21.790082,-0.366328,-5.022791,0.138974,-3.098922,-0.000073,0.000000,-0.044203,-0.000285,-0.000000,-0.883809,0.883225,-0.000004,-0.000285,-0.044203
21.840059,-0.416262,-5.024868,0.138978,-3.101115,-0.000084,0.000000,-0.043531,-0.000178,-0.000001,-0.884658,0.884585,-0.000005,-0.000178,-0.043531
21.890037,-0.466201,-5.026837,0.138982,-3.103222,-0.000091,0.000000,-0.040790,-0.000085,-0.000001,-0.885396,0.886055,-0.000005,-0.000085,-0.040790
21.940014,-0.516143,-5.028705,0.138987,-3.105144,-0.000093,0.000000,-0.036141,-0.000007,-0.000001,-0.886031,0.887574,-0.000004,-0.000007,-0.036141
21.989991,-0.566089,-5.030484,0.138991,-3.106799,-0.000092,0.000000,-0.030070,0.000057,-0.000000,-0.886573,0.889377,-0.000003,0.000057,-0.030070
22.039968,-0.616037,-5.032188,0.138996,-3.108136,-0.000088,0.000000,-0.023421,0.000108,0.000000,-0.887040,0.889849,-0.000002,0.000108,-0.023421
22.089946,-0.665987,-5.033833,0.139000,-3.109149,-0.000082,0.000000,-0.017151,0.000148,0.000001,-0.887447,0.889938,-0.000000,0.000148,-0.017151
22.139923,-0.715939,-5.035435,0.139004,-3.109875,-0.000073,0.000000,-0.011869,0.000177,0.000001,-0.887806,0.890178,0.000000,0.000177,-0.011869
22.189900,-0.765891,-5.037007,0.139007,-3.110366,-0.000064,0.000000,-0.007797,0.000197,0.000001,-0.888135,0.890410,0.000000,0.000197,-0.007797
22.239877,-0.815844,-5.038558,0.139010,-3.110681,-0.000054,0.000000,-0.004818,0.000208,0.000000,-0.888440,0.890692,-0.000000,0.000208,-0.004818
22.289855,-0.865798,-5.040098,0.139013,-3.110865,-0.000044,0.000000,-0.002524,0.000211,-0.000001,-0.888750,0.890804,-0.000001,0.000211,-0.002524
